cidade_slug,cidade_origem,canal,tecnologia,mes_ref,meta,realizado,desvio
mombaca-ce,MOMBACA/CE,PAP,ftth,2026-03-01,120,23,-97
morada-nova-ce,MORADA NOVA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,121,69
morada-nova-ce,MORADA NOVA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,40,10
morada-nova-ce,MORADA NOVA/CE,PAP,5g,2026-03-01,30,102,72
morada-nova-ce,MORADA NOVA/CE,PAP,ftth,2026-03-01,120,47,-73
mossoro-rn,MOSSORO/RN,DONO CIDADE - LOJAS,5g,2026-03-01,66,288,222
mossoro-rn,MOSSORO/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,54,14,-40
mossoro-rn,MOSSORO/RN,PAP,ftth,2026-03-01,445,92,-353
natal-rn,NATAL/RN,LOJA,5g,2026-03-01,154,510,356
natal-rn,NATAL/RN,LOJA,ftth,2026-03-01,126,53,-73
natal-rn,NATAL/RN,NGC,ftth,2026-03-01,874,190,-684
natal-rn,NATAL/RN,PAP,ftth,2026-03-01,1513,304,-1209
natal-rn,NATAL/RN,QUIOSQUE LOJA,5g,2026-03-01,210,74,-136
natal-rn,NATAL/RN,QUIOSQUE LOJA,ftth,2026-03-01,45,1,-44
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,5g,2026-03-01,15,24,9
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,ftth,2026-03-01,60,15,-45
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO/SE,LOJA,ftth,2026-03-01,40,0,-40
oros-ce,OROS/CE,LOJA,5g,2026-03-01,52,45,-7
oros-ce,OROS/CE,LOJA,ftth,2026-03-01,30,3,-27
oros-ce,OROS/CE,PAP,5g,2026-03-01,15,21,6
oros-ce,OROS/CE,PAP,ftth,2026-03-01,49,24,-25
ouricuri-pe,OURICURI/PE,DONO CIDADE - LOJAS,5g,2026-03-01,52,17,-35
ouricuri-pe,OURICURI/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,11,-19
ouricuri-pe,OURICURI/PE,PAP,5g,2026-03-01,30,11,-19
ouricuri-pe,OURICURI/PE,PAP,ftth,2026-03-01,132,29,-103
pacajus-ce,PACAJUS/CE,DONO CIDADE - LOJAS,5g,2026-03-01,22,87,65
pacajus-ce,PACAJUS/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,18,24,6
pacajus-ce,PACAJUS/CE,PAP,ftth,2026-03-01,102,43,-59
palmeira-dos-indios-al,PALMEIRA DOS INDIOS/AL,LOJA,ftth,2026-03-01,40,0,-40
paraipaba-ce,PARAIPABA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,12,-14
paraipaba-ce,PARAIPABA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,3,-12
paraipaba-ce,PARAIPABA/CE,PAP,5g,2026-03-01,45,53,8
paraipaba-ce,PARAIPABA/CE,PAP,ftth,2026-03-01,198,38,-160
parnaiba-pi,PARNAIBA/PI,DONO CIDADE - LOJAS,5g,2026-03-01,44,74,30
parnaiba-pi,PARNAIBA/PI,DONO CIDADE - LOJAS,ftth,2026-03-01,36,15,-21
parnaiba-pi,PARNAIBA/PI,PAP,ftth,2026-03-01,738,212,-526
parnamirim-rn,PARNAMIRIM/RN,DONO CIDADE - LOJAS,5g,2026-03-01,110,287,177
parnamirim-rn,PARNAMIRIM/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,90,71,-19
parnamirim-rn,PARNAMIRIM/RN,PAP,ftth,2026-03-01,712,210,-502
patos-pb,PATOS/PB,DONO CIDADE - LOJAS,5g,2026-03-01,88,150,62
patos-pb,PATOS/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,72,59,-13
patos-pb,PATOS/PB,PAP,ftth,2026-03-01,328,92,-236
pau-dos-ferros-rn,PAU DOS FERROS/RN,DONO CIDADE - LOJAS,5g,2026-03-01,78,225,147
pau-dos-ferros-rn,PAU DOS FERROS/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,45,22,-23
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,5g,2026-03-01,30,43,13
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,ftth,2026-03-01,39,13,-26
paulista-pe,PAULISTA/PE,LOJA,ftth,2026-03-01,36,0,-36
pedra-branca-ce,PEDRA BRANCA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,0,-26
pedra-branca-ce,PEDRA BRANCA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,0,-15
pedra-branca-ce,PEDRA BRANCA/CE,PAP,5g,2026-03-01,15,11,-4
pedra-branca-ce,PEDRA BRANCA/CE,PAP,ftth,2026-03-01,60,7,-53
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,85,33
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,0,-30
pereiro-ce,PEREIRO/CE,ONLINE,5g,2026-03-01,729,19,-710
pereiro-ce,PEREIRO/CE,ONLINE,ftth,2026-03-01,6115,1893,-4222
pesqueira-pe,PESQUEIRA/PE,LOJA,5g,2026-03-01,26,20,-6
pesqueira-pe,PESQUEIRA/PE,LOJA,ftth,2026-03-01,15,10,-5
pesqueira-pe,PESQUEIRA/PE,PAP,5g,2026-03-01,23,42,19
pesqueira-pe,PESQUEIRA/PE,PAP,ftth,2026-03-01,102,18,-84
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,5g,2026-03-01,52,34,-18
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,18,-12
petrolina-pe,PETROLINA/PE,PAP,ftth,2026-03-01,534,187,-347
picos-pi,PICOS/PI,DONO CIDADE - LOJAS,ftth,2026-03-01,18,0,-18
piripiri-pi,PIRIPIRI/PI,DONO CIDADE - LOJAS,ftth,2026-03-01,36,0,-36
pombal-pb,POMBAL/PB,DONO CIDADE - LOJAS,5g,2026-03-01,52,38,-14
pombal-pb,POMBAL/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,30,5,-25
pombal-pb,POMBAL/PB,PAP,5g,2026-03-01,60,59,-1
pombal-pb,POMBAL/PB,PAP,ftth,2026-03-01,147,58,-89
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,66,105,39
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,54,58,4
quixada-ce,QUIXADA/CE,PAP,5g,2026-03-01,45,80,35
quixada-ce,QUIXADA/CE,PAP,ftth,2026-03-01,198,45,-153
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,5g,2026-03-01,22,72,50
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,18,26,8
quixeramobim-ce,QUIXERAMOBIM/CE,PAP,5g,2026-03-01,45,81,36
quixeramobim-ce,QUIXERAMOBIM/CE,PAP,ftth,2026-03-01,198,73,-125
quixere-ce,QUIXERE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,48,22
quixere-ce,QUIXERE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,6,-9
quixere-ce,QUIXERE/CE,LOJA,5g,2026-03-01,26,45,19
quixere-ce,QUIXERE/CE,LOJA,ftth,2026-03-01,15,2,-13
quixere-ce,QUIXERE/CE,PAP,5g,2026-03-01,30,35,5
quixere-ce,QUIXERE/CE,PAP,ftth,2026-03-01,120,26,-94
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,5g,2026-03-01,15,33,18
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,ftth,2026-03-01,49,16,-33
ribeira-do-pombal-ba,RIBEIRA DO POMBAL/BA,LOJA,ftth,2026-03-01,36,0,-36
rio-largo-al,RIO LARGO/AL,LOJA,ftth,2026-03-01,60,0,-60
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,61,35
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,16,1
russas-ce,RUSSAS/CE,PAP,5g,2026-03-01,45,73,28
russas-ce,RUSSAS/CE,PAP,ftth,2026-03-01,180,52,-128
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,5g,2026-03-01,26,54,28
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,4,-11
salgueiro-pe,SALGUEIRO/PE,PAP,5g,2026-03-01,9,0,-9
salgueiro-pe,SALGUEIRO/PE,PAP,ftth,2026-03-01,39,0,-39
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE/PE,LOJA,ftth,2026-03-01,18,0,-18
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,5g,2026-03-01,52,31,-21
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,30,13,-17
santa-luzia-pb,SANTA LUZIA/PB,PAP,5g,2026-03-01,15,23,8
santa-luzia-pb,SANTA LUZIA/PB,PAP,ftth,2026-03-01,66,18,-48
santa-quiteria-ce,SANTA QUITERIA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,90,3,-87
santa-quiteria-ce,SANTA QUITERIA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,0,-30
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,5g,2026-03-01,22,46,24
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,18,5,-13
santa-rita-pb,SANTA RITA/PB,LOJA,5g,2026-03-01,22,32,10
santa-rita-pb,SANTA RITA/PB,LOJA,ftth,2026-03-01,18,18,0
santa-rita-pb,SANTA RITA/PB,PAP,ftth,2026-03-01,410,52,-358
santo-amaro-ba,SANTO AMARO/BA,LOJA,ftth,2026-03-01,18,0,-18
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,16,-10
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,1,-14
sao-benedito-ce,SAO BENEDITO/CE,PAP,5g,2026-03-01,17,17,0
sao-benedito-ce,SAO BENEDITO/CE,PAP,ftth,2026-03-01,70,19,-51
sao-bento-pb,SAO BENTO/PB,DONO CIDADE - LOJAS,5g,2026-03-01,52,87,35
sao-bento-pb,SAO BENTO/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,30,16,-14
sao-caitano-pe,SAO CAITANO/PE,DONO CIDADE - LOJAS,5g,2026-03-01,90,29,-61
sao-caitano-pe,SAO CAITANO/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,0,-30
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,PAP,ftth,2026-03-01,178,35,-143
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,5g,2026-03-01,26,23,-3
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,15,0,-15
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,5g,2026-03-01,26,16,-10
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,ftth,2026-03-01,15,4,-11
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,5g,2026-03-01,15,16,1
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,ftth,2026-03-01,60,15,-45
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS/AL,LOJA,ftth,2026-03-01,40,0,-40
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,5g,2026-03-01,78,184,106
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,45,7,-38
sao-miguel-rn,SAO MIGUEL/RN,PAP,5g,2026-03-01,60,76,16
sao-miguel-rn,SAO MIGUEL/RN,PAP,ftth,2026-03-01,78,31,-47
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,35,9
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,15,0
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,5g,2026-03-01,26,30,4
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,ftth,2026-03-01,15,15,0
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,5g,2026-03-01,30,58,28
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,ftth,2026-03-01,120,47,-73
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,5g,2026-03-01,52,65,13
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,22,-8
serra-talhada-pe,SERRA TALHADA/PE,PAP,5g,2026-03-01,30,37,7
serra-talhada-pe,SERRA TALHADA/PE,PAP,ftth,2026-03-01,132,36,-96
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,5g,2026-03-01,22,33,11
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,18,16,-2
sobral-ce,SOBRAL/CE,LOJA,5g,2026-03-01,66,115,49
sobral-ce,SOBRAL/CE,LOJA,ftth,2026-03-01,54,32,-22
sobral-ce,SOBRAL/CE,PAP,ftth,2026-03-01,623,193,-430
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,5g,2026-03-01,22,33,11
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,18,13,-5
sousa-pb,SOUSA/PB,LOJA,5g,2026-03-01,22,51,29
sousa-pb,SOUSA/PB,LOJA,ftth,2026-03-01,18,12,-6
sousa-pb,SOUSA/PB,PAP,5g,2026-03-01,30,49,19
sousa-pb,SOUSA/PB,PAP,ftth,2026-03-01,132,45,-87
surubim-pe,SURUBIM/PE,LOJA,ftth,2026-03-01,18,0,-18
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,81,29
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,29,-1
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,5g,2026-03-01,30,51,21
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,ftth,2026-03-01,120,22,-98
taua-ce,TAUA/CE,LOJA,5g,2026-03-01,52,55,3
taua-ce,TAUA/CE,LOJA,ftth,2026-03-01,30,31,1
taua-ce,TAUA/CE,PAP,5g,2026-03-01,30,65,35
taua-ce,TAUA/CE,PAP,ftth,2026-03-01,120,46,-74
teresina-pi,TERESINA/PI,LOJA,5g,2026-03-01,88,136,48
teresina-pi,TERESINA/PI,LOJA,ftth,2026-03-01,72,38,-34
teresina-pi,TERESINA/PI,PAP,ftth,2026-03-01,1780,518,-1262
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,42,-10
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,29,-1
tiangua-ce,TIANGUA/CE,PAP,5g,2026-03-01,30,40,10
tiangua-ce,TIANGUA/CE,PAP,ftth,2026-03-01,132,30,-102
timon-ma,TIMON/MA,LOJA,5g,2026-03-01,52,30,-22
timon-ma,TIMON/MA,LOJA,ftth,2026-03-01,30,21,-9
timon-ma,TIMON/MA,PAP,ftth,2026-03-01,623,173,-450
tobias-barreto-se,TOBIAS BARRETO/SE,LOJA,ftth,2026-03-01,20,0,-20
toritama-pe,TORITAMA/PE,LOJA,5g,2026-03-01,26,26,0
toritama-pe,TORITAMA/PE,LOJA,ftth,2026-03-01,15,16,1
toritama-pe,TORITAMA/PE,PAP,ftth,2026-03-01,228,56,-172
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,29,-23
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,6,-24
ubajara-ce,UBAJARA/CE,PAP,5g,2026-03-01,10,16,6
ubajara-ce,UBAJARA/CE,PAP,ftth,2026-03-01,60,19,-41
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,5g,2026-03-01,52,53,1
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,30,3,-27
uirauna-pb,UIRAUNA/PB,PAP,5g,2026-03-01,15,17,2
uirauna-pb,UIRAUNA/PB,PAP,ftth,2026-03-01,60,17,-43
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,5g,2026-03-01,39,38,-1
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,23,2,-21
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,5g,2026-03-01,78,60,-18
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,ftth,2026-03-01,45,13,-32
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,5g,2026-03-01,30,29,-1
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,ftth,2026-03-01,120,44,-76
vicosa-do-ceara-ce,VICOSA DO CEARA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,36,0,-36
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO/PE,LOJA,ftth,2026-03-01,36,0,-36
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,5g,2026-04-01,52,25,-27
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,5,-25
acarau-ce,ACARAU/CE,PAP,5g,2026-04-01,58,63,5
acarau-ce,ACARAU/CE,PAP,ftth,2026-04-01,49,7,-42
acopiara-ce,ACOPIARA/CE,LOJA,5g,2026-04-01,52,53,1
acopiara-ce,ACOPIARA/CE,LOJA,ftth,2026-04-01,30,19,-11
acopiara-ce,ACOPIARA/CE,PAP,5g,2026-04-01,80,34,-46
acopiara-ce,ACOPIARA/CE,PAP,ftth,2026-04-01,66,21,-45
acu-rn,ACU/RN,DONO CIDADE - LOJAS,5g,2026-04-01,88,160,72
acu-rn,ACU/RN,DONO CIDADE - LOJAS,ftth,2026-04-01,72,25,-47
agua-nova-rn,AGUA NOVA/RN,PAP,5g,2026-04-01,40,40,0
agua-nova-rn,AGUA NOVA/RN,PAP,ftth,2026-04-01,33,6,-27
alagoinhas-ba,ALAGOINHAS/BA,DONO CIDADE - LOJAS,ftth,2026-04-01,20,0,-20
alagoinhas-ba,ALAGOINHAS/BA,LOJA,ftth,2026-04-01,20,0,-20
altos-pi,ALTOS/PI,DONO CIDADE - LOJAS,ftth,2026-04-01,36,0,-36
apodi-rn,APODI/RN,DONO CIDADE - LOJAS,5g,2026-04-01,90,100,10
apodi-rn,APODI/RN,DONO CIDADE - LOJAS,ftth,2026-04-01,30,0,-30
aquiraz-ce,AQUIRAZ/CE,PAP,5g,2026-04-01,50,37,-13
aquiraz-ce,AQUIRAZ/CE,PAP,ftth,2026-04-01,130,28,-102
aracaju-se,ARACAJU/SE,LOJA,ftth,2026-04-01,60,0,-60
arapiraca-al,ARAPIRACA/AL,LOJA,ftth,2026-04-01,60,0,-60
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,5g,2026-04-01,52,38,-14
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,7,-23
araripina-pe,ARARIPINA/PE,PAP,5g,2026-04-01,70,48,-22
araripina-pe,ARARIPINA/PE,PAP,ftth,2026-04-01,98,30,-68
arcoverde-pe,ARCOVERDE/PE,LOJA,5g,2026-04-01,26,26,0
arcoverde-pe,ARCOVERDE/PE,LOJA,ftth,2026-04-01,15,7,-8
arcoverde-pe,ARCOVERDE/PE,PAP,5g,2026-04-01,70,63,-7
arcoverde-pe,ARCOVERDE/PE,PAP,ftth,2026-04-01,98,32,-66
assu-rn,ASSU/RN,PAP,5g,2026-04-01,70,69,-1
assu-rn,ASSU/RN,PAP,ftth,2026-04-01,98,30,-68
banabuiu-ce,BANABUIU/CE,DONO CIDADE - LOJAS,5g,2026-04-01,52,52,0
banabuiu-ce,BANABUIU/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,37,7
banabuiu-ce,BANABUIU/CE,PAP,5g,2026-04-01,45,49,4
banabuiu-ce,BANABUIU/CE,PAP,ftth,2026-04-01,16,5,-11
barbalha-ce,BARBALHA/CE,DONO CIDADE - LOJAS,5g,2026-04-01,22,47,25
barbalha-ce,BARBALHA/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,18,10,-8
barbalha-ce,BARBALHA/CE,LOJA,5g,2026-04-01,22,29,7
barbalha-ce,BARBALHA/CE,LOJA,ftth,2026-04-01,18,13,-5
barbalha-ce,BARBALHA/CE,PAP,5g,2026-04-01,40,30,-10
barbalha-ce,BARBALHA/CE,PAP,ftth,2026-04-01,33,11,-22
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,5g,2026-04-01,44,46,2
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,ftth,2026-04-01,36,10,-26
bayeux-pb,BAYEUX/PB,PAP,5g,2026-04-01,150,138,-12
bayeux-pb,BAYEUX/PB,PAP,ftth,2026-04-01,390,93,-297
belo-jardim-pe,BELO JARDIM/PE,LOJA,5g,2026-04-01,26,6,-20
belo-jardim-pe,BELO JARDIM/PE,LOJA,ftth,2026-04-01,15,1,-14
bezerros-pe,BEZERROS/PE,LOJA,5g,2026-04-01,52,57,5
bezerros-pe,BEZERROS/PE,LOJA,ftth,2026-04-01,30,31,1
bezerros-pe,BEZERROS/PE,PAP,5g,2026-04-01,70,66,-4
bezerros-pe,BEZERROS/PE,PAP,ftth,2026-04-01,98,24,-74
brejo-santo-ce,BREJO SANTO/CE,DONO CIDADE - LOJAS,5g,2026-04-01,26,38,12
brejo-santo-ce,BREJO SANTO/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,15,18,3
brejo-santo-ce,BREJO SANTO/CE,PAP,5g,2026-04-01,160,170,10
brejo-santo-ce,BREJO SANTO/CE,PAP,ftth,2026-04-01,132,62,-70
cabedelo-pb,CABEDELO/PB,LOJA,5g,2026-04-01,52,10,-42
cabedelo-pb,CABEDELO/PB,LOJA,ftth,2026-04-01,30,4,-26
cabedelo-pb,CABEDELO/PB,PAP,5g,2026-04-01,50,24,-26
cabedelo-pb,CABEDELO/PB,PAP,ftth,2026-04-01,130,19,-111
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO/PE,LOJA,ftth,2026-04-01,40,0,-40
caico-rn,CAICO/RN,LOJA,5g,2026-04-01,52,84,32
caico-rn,CAICO/RN,LOJA,ftth,2026-04-01,30,18,-12
caico-rn,CAICO/RN,PAP,5g,2026-04-01,70,35,-35
caico-rn,CAICO/RN,PAP,ftth,2026-04-01,98,14,-84
cajazeiras-pb,CAJAZEIRAS/PB,DONO CIDADE - LOJAS,5g,2026-04-01,78,78,0
cajazeiras-pb,CAJAZEIRAS/PB,DONO CIDADE - LOJAS,ftth,2026-04-01,45,14,-31
cajazeiras-pb,CAJAZEIRAS/PB,PAP,5g,2026-04-01,140,142,2
cajazeiras-pb,CAJAZEIRAS/PB,PAP,ftth,2026-04-01,196,48,-148
camacari-ba,CAMACARI/BA,LOJA,ftth,2026-04-01,40,0,-40
camocim-ce,CAMOCIM/CE,DONO CIDADE - LOJAS,5g,2026-04-01,90,78,-12
camocim-ce,CAMOCIM/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,0,-30
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,5g,2026-04-01,44,39,-5
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,ftth,2026-04-01,36,2,-34
campina-grande-pb,CAMPINA GRANDE/PB,PAP,5g,2026-04-01,175,144,-31
campina-grande-pb,CAMPINA GRANDE/PB,PAP,ftth,2026-04-01,455,109,-346
campo-maior-pi,CAMPO MAIOR/PI,DONO CIDADE - LOJAS,ftth,2026-04-01,36,0,-36
caninde-ce,CANINDE/CE,DONO CIDADE - LOJAS,5g,2026-04-01,22,36,14
caninde-ce,CANINDE/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,18,12,-6
caninde-ce,CANINDE/CE,LOJA,5g,2026-04-01,22,35,13
caninde-ce,CANINDE/CE,LOJA,ftth,2026-04-01,18,14,-4
caninde-ce,CANINDE/CE,PAP,5g,2026-04-01,150,88,-62
caninde-ce,CANINDE/CE,PAP,ftth,2026-04-01,209,32,-177
caruaru-pe,CARUARU/PE,LOJA,5g,2026-04-01,22,26,4
caruaru-pe,CARUARU/PE,LOJA,ftth,2026-04-01,18,20,2
caruaru-pe,CARUARU/PE,PAP,5g,2026-04-01,149,128,-21
caruaru-pe,CARUARU/PE,PAP,ftth,2026-04-01,387,55,-332
cascavel-ce,CASCAVEL/CE,DONO CIDADE - LOJAS,5g,2026-04-01,52,52,0
cascavel-ce,CASCAVEL/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,6,-24
cascavel-ce,CASCAVEL/CE,PAP,5g,2026-04-01,105,96,-9
cascavel-ce,CASCAVEL/CE,PAP,ftth,2026-04-01,147,33,-114
catole-do-rocha-pb,CATOLE DO ROCHA/PB,DONO CIDADE - LOJAS,5g,2026-04-01,52,53,1
catole-do-rocha-pb,CATOLE DO ROCHA/PB,DONO CIDADE - LOJAS,ftth,2026-04-01,30,21,-9
catole-do-rocha-pb,CATOLE DO ROCHA/PB,PAP,5g,2026-04-01,80,74,-6
catole-do-rocha-pb,CATOLE DO ROCHA/PB,PAP,ftth,2026-04-01,66,28,-38
catu-ba,CATU/BA,LOJA,ftth,2026-04-01,18,0,-18
caucaia-ce,CAUCAIA/CE,LOJA,5g,2026-04-01,22,55,33
caucaia-ce,CAUCAIA/CE,LOJA,ftth,2026-04-01,18,5,-13
caucaia-ce,CAUCAIA/CE,PAP,5g,2026-04-01,173,111,-62
caucaia-ce,CAUCAIA/CE,PAP,ftth,2026-04-01,452,99,-353
caucaia-ce,CAUCAIA/CE,QUIOSQUE LOJA,5g,2026-04-01,65,38,-27
caucaia-ce,CAUCAIA/CE,QUIOSQUE LOJA,ftth,2026-04-01,10,0,-10
ceara-mirim-rn,CEARA MIRIM/RN,PAP,5g,2026-04-01,70,79,9
ceara-mirim-rn,CEARA MIRIM/RN,PAP,ftth,2026-04-01,98,25,-73
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,5g,2026-04-01,44,99,55
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,ftth,2026-04-01,36,7,-29
cedro-ce,CEDRO/CE,LOJA,5g,2026-04-01,52,41,-11
cedro-ce,CEDRO/CE,LOJA,ftth,2026-04-01,30,7,-23
cedro-ce,CEDRO/CE,PAP,5g,2026-04-01,40,37,-3
cedro-ce,CEDRO/CE,PAP,ftth,2026-04-01,33,14,-19
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,5g,2026-04-01,45,42,-3
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,ftth,2026-04-01,16,2,-14
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,5g,2026-04-01,26,41,15
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,15,19,4
crateus-ce,CRATEUS/CE,PAP,5g,2026-04-01,95,43,-52
crateus-ce,CRATEUS/CE,PAP,ftth,2026-04-01,79,16,-63
crato-ce,CRATO/CE,LOJA,5g,2026-04-01,44,108,64
crato-ce,CRATO/CE,LOJA,ftth,2026-04-01,36,26,-10
crato-ce,CRATO/CE,PAP,5g,2026-04-01,100,79,-21
