data,UF,dia_semana_num,flag_feriado,nome_dia_semana,dias_trabalhado,dias_uteis_acumulado
2025-06-04,CE,4,NAO,QUA,1.0,3.0
2025-06-04,MA,4,NAO,QUA,1.0,1.0
2025-06-04,PB,4,NAO,QUA,1.0,3.0
2025-06-04,PE,4,NAO,QUA,1.0,3.0
2025-06-04,PI,4,NAO,QUA,1.0,3.0
2025-06-04,PR,4,NAO,QUA,1.0,1.0
2025-06-04,RN,4,NAO,QUA,1.0,3.0
2025-06-04,TO,4,NAO,QUA,1.0,1.0
2025-06-05,AL,5,NAO,QUI,1.0,4.0
2025-06-05,AM,5,NAO,QUI,1.0,1.0
2025-06-05,BA,5,NAO,QUI,1.0,4.0
2025-06-05,CE,5,NAO,QUI,1.0,4.0
2025-06-05,MS,5,NAO,QUI,1.0,1.0
2025-06-05,PB,5,NAO,QUI,1.0,4.0
2025-06-05,PE,5,NAO,QUI,1.0,4.0
2025-06-05,PI,5,NAO,QUI,1.0,4.0
2025-06-05,RN,5,NAO,QUI,1.0,4.0
2025-06-05,SE,5,NAO,QUI,1.0,1.0
2025-06-06,AL,6,NAO,SEX,1.0,5.0
2025-06-06,BA,6,NAO,SEX,1.0,5.0
2025-06-06,CE,6,NAO,SEX,1.0,5.0
2025-06-06,MA,6,NAO,SEX,1.0,2.0
2025-06-06,PB,6,NAO,SEX,1.0,5.0
2025-06-06,PE,6,NAO,SEX,1.0,5.0
2025-06-06,PI,6,NAO,SEX,1.0,5.0
2025-06-06,RN,6,NAO,SEX,1.0,5.0
2025-06-06,SE,6,NAO,SEX,1.0,2.0
2025-06-07,AL,7,NAO,SAB,0.5,5.5
2025-06-07,BA,7,NAO,SAB,0.5,5.5
2025-06-07,CE,7,NAO,SAB,0.5,5.5
2025-06-07,PB,7,NAO,SAB,0.5,5.5
2025-06-07,PE,7,NAO,SAB,0.0,5.0
2025-06-07,PI,7,NAO,SAB,0.5,5.5
2025-06-07,RN,7,NAO,SAB,0.5,5.5
2025-06-07,SE,7,NAO,SAB,0.5,2.5
2025-06-08,CE,1,SIM,DOM,0.0,5.5
2025-06-08,PB,1,SIM,DOM,0.0,5.5
2025-06-08,PE,1,SIM,DOM,0.0,5.0
2025-06-08,PI,1,SIM,DOM,0.0,5.5
2025-06-08,RN,1,SIM,DOM,0.0,5.5
2025-06-09,AL,2,NAO,SEG,1.0,6.5
2025-06-09,BA,2,NAO,SEG,1.0,6.5
2025-06-09,CE,2,NAO,SEG,1.0,6.5
2025-06-09,ES,2,NAO,SEG,1.0,1.0
2025-06-09,PA,2,NAO,SEG,1.0,1.0
2025-06-09,PB,2,NAO,SEG,1.0,6.5
2025-06-09,PE,2,NAO,SEG,1.0,6.0
2025-06-09,PI,2,NAO,SEG,1.0,6.5
2025-06-09,RN,2,NAO,SEG,1.0,6.5
2025-06-09,SE,2,NAO,SEG,1.0,3.5
2025-06-09,SP,2,NAO,SEG,1.0,1.0
2025-06-10,AL,3,NAO,TER,1.0,7.5
2025-06-10,BA,3,NAO,TER,1.0,7.5
2025-06-10,CE,3,NAO,TER,1.0,7.5
2025-06-10,MA,3,NAO,TER,1.0,3.0
2025-06-10,PB,3,NAO,TER,1.0,7.5
2025-06-10,PE,3,NAO,TER,1.0,7.0
2025-06-10,PI,3,NAO,TER,1.0,7.5
2025-06-10,RN,3,NAO,TER,1.0,7.5
2025-06-10,SE,3,NAO,TER,1.0,4.5
2025-06-10,SP,3,NAO,TER,1.0,2.0
2025-06-11,AL,4,NAO,QUA,1.0,8.5
2025-06-11,BA,4,NAO,QUA,1.0,8.5
2025-06-11,CE,4,NAO,QUA,1.0,8.5
2025-06-11,MA,4,NAO,QUA,1.0,4.0
2025-06-11,PB,4,NAO,QUA,1.0,8.5
2025-06-11,PE,4,NAO,QUA,1.0,8.0
2025-06-11,PI,4,NAO,QUA,1.0,8.5
2025-06-11,RN,4,NAO,QUA,1.0,8.5
2025-06-11,SE,4,NAO,QUA,1.0,5.5
2025-06-11,SP,4,NAO,QUA,1.0,3.0
2025-06-12,AL,5,NAO,QUI,1.0,9.5
2025-06-12,BA,5,NAO,QUI,1.0,9.5
2025-06-12,CE,5,NAO,QUI,1.0,9.5
2025-06-12,MA,5,NAO,QUI,1.0,5.0
2025-06-12,PB,5,NAO,QUI,1.0,9.5
2025-06-12,PE,5,NAO,QUI,1.0,9.0
2025-06-12,PI,5,NAO,QUI,1.0,9.5
2025-06-12,RN,5,NAO,QUI,1.0,9.5
2025-06-12,SE,5,NAO,QUI,1.0,6.5
2025-06-13,AL,6,NAO,SEX,1.0,10.5
2025-06-13,BA,6,NAO,SEX,1.0,10.5
2025-06-13,CE,6,NAO,SEX,1.0,10.5
2025-06-13,MA,6,NAO,SEX,1.0,6.0
2025-06-13,PB,6,NAO,SEX,1.0,10.5
2025-06-13,PE,6,NAO,SEX,1.0,10.0
2025-06-13,PI,6,NAO,SEX,1.0,10.5
2025-06-13,RN,6,NAO,SEX,1.0,10.5
2025-06-13,SE,6,NAO,SEX,1.0,7.5
2025-06-13,SP,6,NAO,SEX,1.0,4.0
2025-06-14,AL,7,NAO,SAB,0.5,11.0
2025-06-14,BA,7,NAO,SAB,0.5,11.0
2025-06-14,CE,7,NAO,SAB,0.5,11.0
2025-06-14,MA,7,NAO,SAB,0.5,6.5
2025-06-14,MT,7,NAO,SAB,0.5,0.5
2025-06-14,PB,7,NAO,SAB,0.5,11.0
2025-06-14,PE,7,NAO,SAB,0.0,10.0
2025-06-14,PI,7,NAO,SAB,0.5,11.0
2025-06-14,RN,7,NAO,SAB,0.5,11.0
2025-06-14,SE,7,NAO,SAB,0.5,8.0
2025-06-14,SP,7,NAO,SAB,0.5,4.5
2025-06-15,CE,1,SIM,DOM,0.0,11.0
2025-06-15,MA,1,SIM,DOM,0.0,6.5
2025-06-15,PB,1,SIM,DOM,0.0,11.0
2025-06-15,PE,1,SIM,DOM,0.0,10.0
2025-06-15,PI,1,SIM,DOM,0.0,11.0
2025-06-15,RN,1,SIM,DOM,0.0,11.0
2025-06-16,AL,2,NAO,SEG,1.0,12.0
2025-06-16,BA,2,NAO,SEG,1.0,12.0
2025-06-16,CE,2,NAO,SEG,1.0,12.0
2025-06-16,MA,2,NAO,SEG,1.0,7.5
2025-06-16,PB,2,NAO,SEG,1.0,12.0
2025-06-16,PE,2,NAO,SEG,1.0,11.0
2025-06-16,PI,2,NAO,SEG,1.0,12.0
2025-06-16,PR,2,NAO,SEG,1.0,2.0
2025-06-16,RN,2,NAO,SEG,1.0,12.0
2025-06-16,SE,2,NAO,SEG,1.0,9.0
2025-06-17,AL,3,NAO,TER,1.0,13.0
2025-06-17,BA,3,NAO,TER,1.0,13.0
2025-06-17,CE,3,NAO,TER,1.0,13.0
2025-06-17,MA,3,NAO,TER,1.0,8.5
2025-06-17,PB,3,NAO,TER,1.0,13.0
2025-06-17,PE,3,NAO,TER,1.0,12.0
2025-06-17,PI,3,NAO,TER,1.0,13.0
2025-06-17,PR,3,NAO,TER,1.0,3.0
2025-06-17,RN,3,NAO,TER,1.0,13.0
2025-06-17,SE,3,NAO,TER,1.0,10.0
2025-06-17,SP,3,NAO,TER,1.0,5.5
2025-06-18,AL,4,NAO,QUA,1.0,14.0
2025-06-18,BA,4,NAO,QUA,1.0,14.0
2025-06-18,CE,4,NAO,QUA,1.0,14.0
2025-06-18,MA,4,NAO,QUA,1.0,9.5
2025-06-18,PB,4,NAO,QUA,1.0,14.0
2025-06-18,PE,4,NAO,QUA,1.0,13.0
2025-06-18,PI,4,NAO,QUA,1.0,14.0
2025-06-18,RJ,4,NAO,QUA,1.0,1.0
2025-06-18,RN,4,NAO,QUA,1.0,14.0
2025-06-18,SE,4,NAO,QUA,1.0,11.0
2025-06-19,AL,5,SIM,QUI,0.0,14.0
2025-06-19,CE,5,SIM,QUI,0.0,14.0
2025-06-19,MA,5,SIM,QUI,0.0,9.5
2025-06-19,PB,5,SIM,QUI,0.0,14.0
2025-06-19,PE,5,SIM,QUI,0.0,13.0
2025-06-19,PI,5,SIM,QUI,0.0,14.0
2025-06-19,RN,5,SIM,QUI,0.0,14.0
2025-06-20,AL,6,NAO,SEX,1.0,15.0
2025-06-20,BA,6,NAO,SEX,1.0,15.0
2025-06-20,CE,6,NAO,SEX,1.0,15.0
2025-06-20,MA,6,NAO,SEX,1.0,10.5
2025-06-20,PB,6,NAO,SEX,1.0,15.0
2025-06-20,PE,6,NAO,SEX,1.0,14.0
2025-06-20,PI,6,NAO,SEX,1.0,15.0
2025-06-20,RN,6,NAO,SEX,1.0,15.0
2025-06-20,SE,6,NAO,SEX,1.0,12.0
2025-06-21,AL,7,NAO,SAB,0.5,15.5
2025-06-21,BA,7,NAO,SAB,0.5,15.5
2025-06-21,CE,7,NAO,SAB,0.5,15.5
2025-06-21,MA,7,NAO,SAB,0.5,11.0
2025-06-21,PB,7,NAO,SAB,0.5,15.5
2025-06-21,PE,7,NAO,SAB,0.0,14.0
2025-06-21,PI,7,NAO,SAB,0.5,15.5
2025-06-21,RN,7,NAO,SAB,0.5,15.5
2025-06-21,SE,7,NAO,SAB,0.5,12.5
2025-06-21,SP,7,NAO,SAB,0.5,6.0
2025-06-22,CE,1,SIM,DOM,0.0,15.5
2025-06-22,MA,1,SIM,DOM,0.0,11.0
2025-06-22,PB,1,SIM,DOM,0.0,15.5
2025-06-22,PE,1,SIM,DOM,0.0,14.0
2025-06-22,PI,1,SIM,DOM,0.0,15.5
2025-06-22,RN,1,SIM,DOM,0.0,15.5
2025-06-22,SE,1,SIM,DOM,0.0,12.5
2025-06-23,AL,2,NAO,SEG,1.0,16.5
2025-06-23,BA,2,NAO,SEG,1.0,16.5
2025-06-23,CE,2,NAO,SEG,1.0,16.5
2025-06-23,MA,2,NAO,SEG,1.0,12.0
2025-06-23,PB,2,NAO,SEG,1.0,16.5
2025-06-23,PE,2,NAO,SEG,1.0,15.0
2025-06-23,PI,2,NAO,SEG,1.0,16.5
2025-06-23,RN,2,NAO,SEG,1.0,16.5
2025-06-23,SE,2,NAO,SEG,1.0,13.5
2025-06-24,CE,3,NAO,TER,1.0,17.5
2025-06-24,MA,3,NAO,TER,1.0,13.0
2025-06-24,PB,3,NAO,TER,1.0,17.5
2025-06-24,PE,3,NAO,TER,1.0,16.0
2025-06-24,PI,3,NAO,TER,1.0,17.5
2025-06-24,RN,3,NAO,TER,1.0,17.5
2025-06-25,AL,4,NAO,QUA,1.0,17.5
2025-06-25,BA,4,NAO,QUA,1.0,17.5
2025-06-25,CE,4,NAO,QUA,1.0,18.5
2025-06-25,MA,4,NAO,QUA,1.0,14.0
2025-06-25,PB,4,NAO,QUA,1.0,18.5
2025-06-25,PE,4,NAO,QUA,1.0,17.0
2025-06-25,PI,4,NAO,QUA,1.0,18.5
2025-06-25,RN,4,NAO,QUA,1.0,18.5
2025-06-25,SE,4,NAO,QUA,1.0,14.5
2025-06-25,SP,4,NAO,QUA,1.0,7.0
2025-06-26,AL,5,NAO,QUI,1.0,18.5
2025-06-26,AM,5,NAO,QUI,1.0,2.0
2025-06-26,BA,5,NAO,QUI,1.0,18.5
2025-06-26,CE,5,NAO,QUI,1.0,19.5
2025-06-26,MA,5,NAO,QUI,1.0,15.0
2025-06-26,PB,5,NAO,QUI,1.0,19.5
2025-06-26,PE,5,NAO,QUI,1.0,18.0
2025-06-26,PI,5,NAO,QUI,1.0,19.5
2025-06-26,RN,5,NAO,QUI,1.0,19.5
2025-06-26,SE,5,NAO,QUI,1.0,15.5
2025-06-27,AL,6,NAO,SEX,1.0,19.5
2025-06-27,BA,6,NAO,SEX,1.0,19.5
2025-06-27,CE,6,NAO,SEX,1.0,20.5
2025-06-27,MA,6,NAO,SEX,1.0,16.0
2025-06-27,PB,6,NAO,SEX,1.0,20.5
2025-06-27,PE,6,NAO,SEX,1.0,19.0
2025-06-27,PI,6,NAO,SEX,1.0,20.5
2025-06-27,RN,6,NAO,SEX,1.0,20.5
2025-06-27,SE,6,NAO,SEX,1.0,16.5
2025-06-29,CE,1,SIM,DOM,0.0,20.5
2025-06-29,PB,1,SIM,DOM,0.0,20.5
2025-06-29,PI,1,SIM,DOM,0.0,20.5
2025-06-29,RN,1,SIM,DOM,0.0,20.5
2025-06-30,AL,2,NAO,SEG,1.0,20.5
2025-06-30,BA,2,NAO,SEG,1.0,20.5
2025-06-30,CE,2,NAO,SEG,1.0,21.5
2025-06-30,GO,2,NAO,SEG,1.0,1.0
2025-06-30,MA,2,NAO,SEG,1.0,17.0
2025-06-30,PB,2,NAO,SEG,1.0,21.5
2025-06-30,PE,2,NAO,SEG,1.0,20.0
2025-06-30,PI,2,NAO,SEG,1.0,21.5
2025-06-30,RN,2,NAO,SEG,1.0,21.5
2025-06-30,SE,2,NAO,SEG,1.0,17.5
2025-07-01,AL,3,NAO,TER,1.0,1.0
2025-07-01,BA,3,NAO,TER,1.0,1.0
2025-07-01,CE,3,NAO,TER,1.0,1.0
2025-07-01,MA,3,NAO,TER,1.0,1.0
2025-07-01,PB,3,NAO,TER,1.0,1.0
2025-07-01,PE,3,NAO,TER,1.0,1.0
2025-07-01,PI,3,NAO,TER,1.0,1.0
2025-07-01,RN,3,NAO,TER,1.0,1.0
2025-07-01,SE,3,NAO,TER,1.0,1.0
2025-07-02,AL,4,NAO,QUA,1.0,2.0
2025-07-02,CE,4,NAO,QUA,1.0,2.0
2025-07-02,GO,4,NAO,QUA,1.0,1.0
2025-07-02,MA,4,NAO,QUA,1.0,2.0
2025-07-02,PA,4,NAO,QUA,1.0,1.0
2025-07-02,PB,4,NAO,QUA,1.0,2.0
2025-07-02,PE,4,NAO,QUA,1.0,2.0
2025-07-02,PI,4,NAO,QUA,1.0,2.0
2025-07-02,PR,4,NAO,QUA,1.0,1.0
2025-07-02,RN,4,NAO,QUA,1.0,2.0
2025-07-02,SE,4,NAO,QUA,1.0,2.0
2025-07-03,AL,5,NAO,QUI,1.0,3.0
2025-07-03,BA,5,NAO,QUI,1.0,2.0
2025-07-03,CE,5,NAO,QUI,1.0,3.0
2025-07-03,MA,5,NAO,QUI,1.0,3.0
2025-07-03,MS,5,NAO,QUI,1.0,1.0
2025-07-03,PB,5,NAO,QUI,1.0,3.0
2025-07-03,PE,5,NAO,QUI,1.0,3.0
2025-07-03,PI,5,NAO,QUI,1.0,3.0
2025-07-03,RN,5,NAO,QUI,1.0,3.0
2025-07-03,SE,5,NAO,QUI,1.0,3.0
2025-07-04,AL,6,NAO,SEX,1.0,4.0
2025-07-04,BA,6,NAO,SEX,1.0,3.0
2025-07-04,CE,6,NAO,SEX,1.0,4.0
2025-07-04,MA,6,NAO,SEX,1.0,4.0
2025-07-04,PB,6,NAO,SEX,1.0,4.0
2025-07-04,PE,6,NAO,SEX,1.0,4.0
2025-07-04,PI,6,NAO,SEX,1.0,4.0
2025-07-04,RN,6,NAO,SEX,1.0,4.0
2025-07-04,SE,6,NAO,SEX,1.0,4.0
2025-07-05,AL,7,NAO,SAB,0.5,4.5
2025-07-05,CE,7,NAO,SAB,0.5,4.5
2025-07-05,MA,7,NAO,SAB,0.5,4.5
2025-07-05,PB,7,NAO,SAB,0.5,4.5
2025-07-05,PE,7,NAO,SAB,0.0,4.0
2025-07-05,PI,7,NAO,SAB,0.5,4.5
2025-07-05,RN,7,NAO,SAB,0.5,4.5
2025-07-05,SE,7,NAO,SAB,0.5,4.5
2025-07-06,AL,1,SIM,DOM,0.0,4.5
2025-07-06,CE,1,SIM,DOM,0.0,4.5
2025-07-06,MA,1,SIM,DOM,0.0,4.5
2025-07-06,PB,1,SIM,DOM,0.0,4.5
2025-07-06,PE,1,SIM,DOM,0.0,4.0
2025-07-06,PI,1,SIM,DOM,0.0,4.5
2025-07-06,RN,1,SIM,DOM,0.0,4.5
2025-07-07,AL,2,NAO,SEG,1.0,5.5
2025-07-07,BA,2,NAO,SEG,1.0,4.0
2025-07-07,CE,2,NAO,SEG,1.0,5.5
2025-07-07,MA,2,NAO,SEG,1.0,5.5
2025-07-07,PB,2,NAO,SEG,1.0,5.5
2025-07-07,PE,2,NAO,SEG,1.0,5.0
2025-07-07,PI,2,NAO,SEG,1.0,5.5
2025-07-07,RN,2,NAO,SEG,1.0,5.5
2025-07-07,SE,2,NAO,SEG,1.0,5.5
2025-07-07,SP,2,NAO,SEG,1.0,1.0
2025-07-08,AL,3,NAO,TER,1.0,6.5
2025-07-08,BA,3,NAO,TER,1.0,5.0
2025-07-08,CE,3,NAO,TER,1.0,6.5
2025-07-08,MA,3,NAO,TER,1.0,6.5
2025-07-08,PA,3,NAO,TER,1.0,2.0
2025-07-08,PB,3,NAO,TER,1.0,6.5
2025-07-08,PE,3,NAO,TER,1.0,6.0
2025-07-08,PI,3,NAO,TER,1.0,6.5
2025-07-08,RN,3,NAO,TER,1.0,6.5
2025-07-08,SE,3,NAO,TER,1.0,6.5
2025-07-09,AL,4,NAO,QUA,1.0,7.5
2025-07-09,BA,4,NAO,QUA,1.0,6.0
2025-07-09,CE,4,NAO,QUA,1.0,7.5
2025-07-09,ES,4,NAO,QUA,1.0,1.0
2025-07-09,MA,4,NAO,QUA,1.0,7.5
2025-07-09,MG,4,NAO,QUA,1.0,1.0
2025-07-09,MS,4,NAO,QUA,1.0,2.0
2025-07-09,PB,4,NAO,QUA,1.0,7.5
2025-07-09,PE,4,NAO,QUA,1.0,7.0
2025-07-09,PI,4,NAO,QUA,1.0,7.5
2025-07-09,RN,4,NAO,QUA,1.0,7.5
2025-07-09,SE,4,NAO,QUA,1.0,7.5
2025-07-10,AL,5,NAO,QUI,1.0,8.5
2025-07-10,BA,5,NAO,QUI,1.0,7.0
2025-07-10,CE,5,NAO,QUI,1.0,8.5
2025-07-10,MA,5,NAO,QUI,1.0,8.5
2025-07-10,PB,5,NAO,QUI,1.0,8.5
2025-07-10,PE,5,NAO,QUI,1.0,8.0
2025-07-10,PI,5,NAO,QUI,1.0,8.5
2025-07-10,RN,5,NAO,QUI,1.0,8.5
2025-07-10,SE,5,NAO,QUI,1.0,8.5
2025-07-11,AL,6,NAO,SEX,1.0,9.5
2025-07-11,BA,6,NAO,SEX,1.0,8.0
2025-07-11,CE,6,NAO,SEX,1.0,9.5
2025-07-11,MA,6,NAO,SEX,1.0,9.5
2025-07-11,PB,6,NAO,SEX,1.0,9.5
2025-07-11,PE,6,NAO,SEX,1.0,9.0
2025-07-11,PI,6,NAO,SEX,1.0,9.5
2025-07-11,RN,6,NAO,SEX,1.0,9.5
2025-07-11,SE,6,NAO,SEX,1.0,9.5
2025-07-12,AL,7,NAO,SAB,0.5,10.0
2025-07-12,BA,7,NAO,SAB,0.5,8.5
2025-07-12,CE,7,NAO,SAB,0.5,10.0
2025-07-12,MA,7,NAO,SAB,0.5,10.0
2025-07-12,MS,7,NAO,SAB,0.5,2.5
2025-07-12,PB,7,NAO,SAB,0.5,10.0
2025-07-12,PE,7,NAO,SAB,0.0,9.0
2025-07-12,PI,7,NAO,SAB,0.5,10.0
2025-07-12,RN,7,NAO,SAB,0.5,10.0
2025-07-13,CE,1,SIM,DOM,0.0,10.0
2025-07-13,MA,1,SIM,DOM,0.0,10.0
2025-07-13,PB,1,SIM,DOM,0.0,10.0
2025-07-13,PE,1,SIM,DOM,0.0,9.0
2025-07-13,PI,1,SIM,DOM,0.0,10.0
2025-07-13,RN,1,SIM,DOM,0.0,10.0
2025-07-14,AL,2,NAO,SEG,1.0,11.0
2025-07-14,BA,2,NAO,SEG,1.0,9.5
2025-07-14,CE,2,NAO,SEG,1.0,11.0
2025-07-14,MA,2,NAO,SEG,1.0,11.0
2025-07-14,PA,2,NAO,SEG,1.0,3.0
2025-07-14,PB,2,NAO,SEG,1.0,11.0
2025-07-14,PE,2,NAO,SEG,1.0,10.0
2025-07-14,PI,2,NAO,SEG,1.0,11.0
2025-07-14,RN,2,NAO,SEG,1.0,11.0
2025-07-14,SE,2,NAO,SEG,1.0,10.5
2025-07-15,AL,3,NAO,TER,1.0,12.0
2025-07-15,BA,3,NAO,TER,1.0,10.5
2025-07-15,CE,3,NAO,TER,1.0,12.0
2025-07-15,MA,3,NAO,TER,1.0,12.0
2025-07-15,MS,3,NAO,TER,1.0,3.5
2025-07-15,PB,3,NAO,TER,1.0,12.0
2025-07-15,PE,3,NAO,TER,1.0,11.0
2025-07-15,PI,3,NAO,TER,1.0,12.0
2025-07-15,RN,3,NAO,TER,1.0,12.0
2025-07-15,SE,3,NAO,TER,1.0,11.5
2025-07-16,AL,4,NAO,QUA,1.0,13.0
2025-07-16,BA,4,NAO,QUA,1.0,11.5
2025-07-16,CE,4,NAO,QUA,1.0,13.0
2025-07-16,MA,4,NAO,QUA,1.0,13.0
2025-07-16,PB,4,NAO,QUA,1.0,13.0
2025-07-16,PE,4,NAO,QUA,1.0,12.0
2025-07-16,PI,4,NAO,QUA,1.0,13.0
2025-07-16,RN,4,NAO,QUA,1.0,13.0
2025-07-16,SE,4,NAO,QUA,1.0,12.5
2025-07-17,AL,5,NAO,QUI,1.0,14.0
2025-07-17,BA,5,NAO,QUI,1.0,12.5
2025-07-17,CE,5,NAO,QUI,1.0,14.0
2025-07-17,DF,5,NAO,QUI,1.0,1.0
2025-07-17,MA,5,NAO,QUI,1.0,14.0
2025-07-17,MS,5,NAO,QUI,1.0,4.5
2025-07-17,PB,5,NAO,QUI,1.0,14.0
2025-07-17,PE,5,NAO,QUI,1.0,13.0
2025-07-17,PI,5,NAO,QUI,1.0,14.0
2025-07-17,RN,5,NAO,QUI,1.0,14.0
2025-07-17,SE,5,NAO,QUI,1.0,13.5
2025-07-18,AL,6,NAO,SEX,1.0,15.0
2025-07-18,BA,6,NAO,SEX,1.0,13.5
2025-07-18,CE,6,NAO,SEX,1.0,15.0
2025-07-18,MA,6,NAO,SEX,1.0,15.0
2025-07-18,PB,6,NAO,SEX,1.0,15.0
2025-07-18,PE,6,NAO,SEX,1.0,14.0
2025-07-18,PI,6,NAO,SEX,1.0,15.0
2025-07-18,RN,6,NAO,SEX,1.0,15.0
2025-07-18,SE,6,NAO,SEX,1.0,14.5
2025-07-18,SP,6,NAO,SEX,1.0,2.0
2025-07-19,AL,7,NAO,SAB,0.5,15.5
2025-07-19,BA,7,NAO,SAB,0.5,14.0
2025-07-19,CE,7,NAO,SAB,0.5,15.5
2025-07-19,MA,7,NAO,SAB,0.5,15.5
2025-07-19,PA,7,NAO,SAB,0.5,3.5
2025-07-19,PB,7,NAO,SAB,0.5,15.5
2025-07-19,PE,7,NAO,SAB,0.0,14.0
2025-07-19,PI,7,NAO,SAB,0.5,15.5
2025-07-19,RN,7,NAO,SAB,0.5,15.5
2025-07-19,SE,7,NAO,SAB,0.5,15.0
2025-07-20,CE,1,SIM,DOM,0.0,15.5
2025-07-20,MA,1,SIM,DOM,0.0,15.5
2025-07-20,PB,1,SIM,DOM,0.0,15.5
2025-07-20,PE,1,SIM,DOM,0.0,14.0
2025-07-20,PI,1,SIM,DOM,0.0,15.5
2025-07-20,RN,1,SIM,DOM,0.0,15.5
2025-07-21,AL,2,NAO,SEG,1.0,16.5
2025-07-21,BA,2,NAO,SEG,1.0,15.0
2025-07-21,CE,2,NAO,SEG,1.0,16.5
2025-07-21,MA,2,NAO,SEG,1.0,16.5
2025-07-21,PB,2,NAO,SEG,1.0,16.5
2025-07-21,PE,2,NAO,SEG,1.0,15.0
2025-07-21,PI,2,NAO,SEG,1.0,16.5
2025-07-21,RN,2,NAO,SEG,1.0,16.5
2025-07-21,SE,2,NAO,SEG,1.0,16.0
2025-07-22,AL,3,NAO,TER,1.0,17.5
2025-07-22,BA,3,NAO,TER,1.0,16.0
2025-07-22,CE,3,NAO,TER,1.0,17.5
2025-07-22,MA,3,NAO,TER,1.0,17.5
2025-07-22,PB,3,NAO,TER,1.0,17.5
2025-07-22,PE,3,NAO,TER,1.0,16.0
2025-07-22,PI,3,NAO,TER,1.0,17.5
2025-07-22,RN,3,NAO,TER,1.0,17.5
2025-07-22,SE,3,NAO,TER,1.0,17.0
2025-07-23,AL,4,NAO,QUA,1.0,18.5
2025-07-23,BA,4,NAO,QUA,1.0,17.0
2025-07-23,CE,4,NAO,QUA,1.0,18.5
2025-07-23,MA,4,NAO,QUA,1.0,18.5
2025-07-23,PB,4,NAO,QUA,1.0,18.5
2025-07-23,PE,4,NAO,QUA,1.0,17.0
2025-07-23,PI,4,NAO,QUA,1.0,18.5
2025-07-23,RN,4,NAO,QUA,1.0,18.5
2025-07-23,RS,4,NAO,QUA,1.0,1.0
2025-07-23,SE,4,NAO,QUA,1.0,18.0
2025-07-24,AL,5,NAO,QUI,1.0,19.5
2025-07-24,BA,5,NAO,QUI,1.0,18.0
2025-07-24,CE,5,NAO,QUI,1.0,19.5
2025-07-24,MA,5,NAO,QUI,1.0,19.5
2025-07-24,MS,5,NAO,QUI,1.0,5.5
2025-07-24,PB,5,NAO,QUI,1.0,19.5
2025-07-24,PE,5,NAO,QUI,1.0,18.0
2025-07-24,PI,5,NAO,QUI,1.0,19.5
2025-07-24,RN,5,NAO,QUI,1.0,19.5
2025-07-24,RS,5,NAO,QUI,1.0,2.0
2025-07-24,SE,5,NAO,QUI,1.0,19.0
2025-07-25,AL,6,NAO,SEX,1.0,20.5
2025-07-25,BA,6,NAO,SEX,1.0,19.0
2025-07-25,CE,6,NAO,SEX,1.0,20.5
2025-07-25,MA,6,NAO,SEX,1.0,20.5
2025-07-25,PB,6,NAO,SEX,1.0,20.5
2025-07-25,PE,6,NAO,SEX,1.0,19.0
2025-07-25,PI,6,NAO,SEX,1.0,20.5
2025-07-25,RN,6,NAO,SEX,1.0,20.5
2025-07-25,SE,6,NAO,SEX,1.0,20.0
2025-07-26,AL,7,NAO,SAB,0.5,21.0
2025-07-26,BA,7,NAO,SAB,0.5,19.5
2025-07-26,CE,7,NAO,SAB,0.5,21.0
2025-07-26,MA,7,NAO,SAB,0.5,21.0
2025-07-26,PB,7,NAO,SAB,0.5,21.0
2025-07-26,PE,7,NAO,SAB,0.0,19.0
2025-07-26,PI,7,NAO,SAB,0.5,21.0
2025-07-26,RN,7,NAO,SAB,0.5,21.0
2025-07-26,SE,7,NAO,SAB,0.5,20.5
2025-07-27,CE,1,SIM,DOM,0.0,21.0
2025-07-27,MA,1,SIM,DOM,0.0,21.0
2025-07-27,PB,1,SIM,DOM,0.0,21.0
2025-07-27,PE,1,SIM,DOM,0.0,19.0
2025-07-27,PI,1,SIM,DOM,0.0,21.0
2025-07-27,RN,1,SIM,DOM,0.0,21.0
2025-07-28,AL,2,NAO,SEG,1.0,22.0
2025-07-28,BA,2,NAO,SEG,1.0,20.5
2025-07-28,CE,2,NAO,SEG,1.0,22.0
2025-07-28,MA,2,NAO,SEG,1.0,22.0
2025-07-28,PA,2,NAO,SEG,1.0,4.5
2025-07-28,PB,2,NAO,SEG,1.0,22.0
2025-07-28,PE,2,NAO,SEG,1.0,20.0
2025-07-28,PI,2,NAO,SEG,1.0,22.0
2025-07-28,RN,2,NAO,SEG,1.0,22.0
2025-07-28,SE,2,NAO,SEG,1.0,21.5
2025-07-28,TO,2,NAO,SEG,1.0,1.0
2025-07-29,AL,3,NAO,TER,1.0,23.0
2025-07-29,BA,3,NAO,TER,1.0,21.5
2025-07-29,CE,3,NAO,TER,1.0,23.0
2025-07-29,MA,3,NAO,TER,1.0,23.0
2025-07-29,PB,3,NAO,TER,1.0,23.0
2025-07-29,PE,3,NAO,TER,1.0,21.0
2025-07-29,PI,3,NAO,TER,1.0,23.0
2025-07-29,RN,3,NAO,TER,1.0,23.0
2025-07-29,SE,3,NAO,TER,1.0,22.5
2025-07-30,AL,4,NAO,QUA,1.0,24.0
2025-07-30,BA,4,NAO,QUA,1.0,22.5
2025-07-30,CE,4,NAO,QUA,1.0,24.0
