cidade_slug,cidade_origem,tecnologia,indicador_id,canal,mes_ref,semana_mes,primeiro_dia_semana,ultimo_dia_semana,valor
barbalha-ce,BARBALHA/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,160
barbalha-ce,BARBALHA/CE,5g,ativacao,LOJA,2026-01-01,,,,118
barbalha-ce,BARBALHA/CE,5g,ativacao,PAP,2026-01-01,,,,63
barra-de-guabiraba-pe,BARRA DE GUABIRABA/PE,5g,ativacao,PAP,2026-01-01,,,,11
barro-ce,BARRO/CE,5g,ativacao,PAP,2026-01-01,,,,56
baturite-ce,BATURITE/CE,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,4
bayeux-pb,BAYEUX/PB,5g,ativacao,INDICA BRISA,2026-01-01,,,,18
bayeux-pb,BAYEUX/PB,5g,ativacao,LOJA,2026-01-01,,,,77
bayeux-pb,BAYEUX/PB,5g,ativacao,ONLINE,2026-01-01,,,,2
bayeux-pb,BAYEUX/PB,5g,ativacao,PAP,2026-01-01,,,,24
bayeux-pb,BAYEUX/PB,5g,ativacao,SEM NICHO,2026-01-01,,,,2
bayeux-pb,BAYEUX/PB,5g,ativacao,VAREJO REDES,2026-01-01,,,,11
beberibe-ce,BEBERIBE/CE,5g,ativacao,AGILITY,2026-01-01,,,,399
beberibe-ce,BEBERIBE/CE,5g,ativacao,LOJA,2026-01-01,,,,5
beberibe-ce,BEBERIBE/CE,5g,ativacao,PAP,2026-01-01,,,,5
bela-cruz-ce,BELA CRUZ/CE,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,1
bela-cruz-ce,BELA CRUZ/CE,5g,ativacao,PAP,2026-01-01,,,,63
belo-jardim-pe,BELO JARDIM/PE,5g,ativacao,PAP,2026-01-01,,,,16
bezerros-pe,BEZERROS/PE,5g,ativacao,PAP,2026-01-01,,,,33
boa-viagem-ce,BOA VIAGEM/CE,5g,ativacao,AGILITY,2026-01-01,,,,67
boa-viagem-ce,BOA VIAGEM/CE,5g,ativacao,PAP,2026-01-01,,,,16
bom-conselho-pe,BOM CONSELHO/PE,5g,ativacao,PAP,2026-01-01,,,,51
brejinho-rn,BREJINHO/RN,5g,ativacao,LOJA,2026-01-01,,,,1
brejo-do-cruz-pb,BREJO DO CRUZ/PB,5g,ativacao,AGILITY,2026-01-01,,,,159
brejo-do-cruz-pb,BREJO DO CRUZ/PB,5g,ativacao,LOJA,2026-01-01,,,,1
brejo-santo-ce,BREJO SANTO/CE,5g,ativacao,AGILITY,2026-01-01,,,,51
brejo-santo-ce,BREJO SANTO/CE,5g,ativacao,LOJA,2026-01-01,,,,87
brejo-santo-ce,BREJO SANTO/CE,5g,ativacao,PAP,2026-01-01,,,,75
brejo-santo-ce,BREJO SANTO/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,4
buriti-dos-lopes-pi,BURITI DOS LOPES/PI,5g,ativacao,LOJA,2026-01-01,,,,2
buriti-dos-lopes-pi,BURITI DOS LOPES/PI,5g,ativacao,VAREJO REDES,2026-01-01,,,,11
cachoeira-dos-indios-pb,CACHOEIRA DOS INDIOS/PB,5g,ativacao,PAP,2026-01-01,,,,18
caico-rn,CAICO/RN,5g,ativacao,INDICA BRISA,2026-01-01,,,,9
caico-rn,CAICO/RN,5g,ativacao,LOJA,2026-01-01,,,,66
caico-rn,CAICO/RN,5g,ativacao,PAP,2026-01-01,,,,40
caico-rn,CAICO/RN,5g,ativacao,VAREJO REDES,2026-01-01,,,,45
cajazeiras-pb,CAJAZEIRAS/PB,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,3
cajazeiras-pb,CAJAZEIRAS/PB,5g,ativacao,INDICA BRISA,2026-01-01,,,,11
cajazeiras-pb,CAJAZEIRAS/PB,5g,ativacao,LOJA,2026-01-01,,,,46
cajazeiras-pb,CAJAZEIRAS/PB,5g,ativacao,PAP,2026-01-01,,,,36
camocim-ce,CAMOCIM/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,66
camocim-ce,CAMOCIM/CE,5g,ativacao,PAP,2026-01-01,,,,256
campina-grande-pb,CAMPINA GRANDE/PB,5g,ativacao,INDICA BRISA,2026-01-01,,,,94
campina-grande-pb,CAMPINA GRANDE/PB,5g,ativacao,LOJA,2026-01-01,,,,69
campina-grande-pb,CAMPINA GRANDE/PB,5g,ativacao,SEM NICHO,2026-01-01,,,,93
campina-grande-pb,CAMPINA GRANDE/PB,5g,ativacao,VAREJO REDES,2026-01-01,,,,7
campo-redondo-rn,CAMPO REDONDO/RN,5g,ativacao,VAREJO REDES,2026-01-01,,,,2
campos-sales-ce,CAMPOS SALES/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,153
campos-sales-ce,CAMPOS SALES/CE,5g,ativacao,LOJA,2026-01-01,,,,1
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO/SE,5g,ativacao,PAP,2026-01-01,,,,51
caninde-ce,CANINDE/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,27
caninde-ce,CANINDE/CE,5g,ativacao,PAP,2026-01-01,,,,28
caninde-ce,CANINDE/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,1
caninde-ce,CANINDE/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,30
capistrano-ce,CAPISTRANO/CE,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,2
caraubas-rn,CARAUBAS/RN,5g,ativacao,AGILITY,2026-01-01,,,,35
carire-ce,CARIRE/CE,5g,ativacao,AGILITY,2026-01-01,,,,44
caririacu-ce,CARIRIACU/CE,5g,ativacao,LOJA,2026-01-01,,,,5
caririacu-ce,CARIRIACU/CE,5g,ativacao,PAP,2026-01-01,,,,54
caririacu-ce,CARIRIACU/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,22
carius-ce,CARIUS/CE,5g,ativacao,PAP,2026-01-01,,,,17
carnaubais-rn,CARNAUBAIS/RN,5g,ativacao,PAP,2026-01-01,,,,2
carnaubais-rn,CARNAUBAIS/RN,5g,ativacao,VAREJO REDES,2026-01-01,,,,4
caruaru-pe,CARUARU/PE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,496
caruaru-pe,CARUARU/PE,5g,ativacao,INDICA BRISA,2026-01-01,,,,96
caruaru-pe,CARUARU/PE,5g,ativacao,LOJA,2026-01-01,,,,107
caruaru-pe,CARUARU/PE,5g,ativacao,PAP,2026-01-01,,,,72
cascavel-ce,CASCAVEL/CE,5g,ativacao,AGILITY,2026-01-01,,,,48
cascavel-ce,CASCAVEL/CE,5g,ativacao,LOJA,2026-01-01,,,,64
cascavel-ce,CASCAVEL/CE,5g,ativacao,PAP,2026-01-01,,,,47
cascavel-ce,CASCAVEL/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,5
catole-do-rocha-pb,CATOLE DO ROCHA/PB,5g,ativacao,LOJA,2026-01-01,,,,65
catole-do-rocha-pb,CATOLE DO ROCHA/PB,5g,ativacao,PAP,2026-01-01,,,,24
catole-do-rocha-pb,CATOLE DO ROCHA/PB,5g,ativacao,VAREJO REDES,2026-01-01,,,,3
caucaia-ce,CAUCAIA/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,1018
caucaia-ce,CAUCAIA/CE,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,11
caucaia-ce,CAUCAIA/CE,5g,ativacao,B2B,2026-01-01,,,,11
caucaia-ce,CAUCAIA/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,130
caucaia-ce,CAUCAIA/CE,5g,ativacao,LOJA,2026-01-01,,,,247
caucaia-ce,CAUCAIA/CE,5g,ativacao,ONLINE,2026-01-01,,,,2
caucaia-ce,CAUCAIA/CE,5g,ativacao,PAP,2026-01-01,,,,173
caucaia-ce,CAUCAIA/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,42
caucaia-ce,CAUCAIA/CE,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,86
caucaia-ce,CAUCAIA/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,397
ceara-mirim-rn,CEARA MIRIM/RN,5g,ativacao,INDICA BRISA,2026-01-01,,,,18
ceara-mirim-rn,CEARA MIRIM/RN,5g,ativacao,LOJA,2026-01-01,,,,107
ceara-mirim-rn,CEARA MIRIM/RN,5g,ativacao,PAP,2026-01-01,,,,83
cedro-ce,CEDRO/CE,5g,ativacao,LOJA,2026-01-01,,,,57
chaval-ce,CHAVAL/CE,5g,ativacao,PAP,2026-01-01,,,,13
chorozinho-ce,CHOROZINHO/CE,5g,ativacao,LOJA,2026-01-01,,,,7
conde-pb,CONDE/PB,5g,ativacao,PAP,2026-01-01,,,,11
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,5g,ativacao,LOJA,2026-01-01,,,,7
crateus-ce,CRATEUS/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,107
crateus-ce,CRATEUS/CE,5g,ativacao,AGILITY,2026-01-01,,,,36
crateus-ce,CRATEUS/CE,5g,ativacao,LOJA,2026-01-01,,,,111
crateus-ce,CRATEUS/CE,5g,ativacao,PAP,2026-01-01,,,,6
crateus-ce,CRATEUS/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,7
crateus-ce,CRATEUS/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,4
crato-ce,CRATO/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,188
crato-ce,CRATO/CE,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,5
crato-ce,CRATO/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,45
crato-ce,CRATO/CE,5g,ativacao,LOJA,2026-01-01,,,,149
crato-ce,CRATO/CE,5g,ativacao,PAP,2026-01-01,,,,50
crato-ce,CRATO/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,10
crato-ce,CRATO/CE,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,3
crato-ce,CRATO/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,15
croata-ce,CROATA/CE,5g,ativacao,PAP,2026-01-01,,,,33
cruz-do-espirito-santo-pb,CRUZ DO ESPIRITO SANTO/PB,5g,ativacao,PAP,2026-01-01,,,,26
cruz-ce,CRUZ/CE,5g,ativacao,AGILITY,2026-01-01,,,,9
cuite-de-mamanguape-pb,CUITE DE MAMANGUAPE/PB,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,1
custodia-pe,CUSTODIA/PE,5g,ativacao,LOJA,2026-01-01,,,,34
custodia-pe,CUSTODIA/PE,5g,ativacao,PAP,2026-01-01,,,,26
delmiro-gouveia-al,DELMIRO GOUVEIA/AL,5g,ativacao,PAP,2026-01-01,,,,56
demerval-lobao-pi,DEMERVAL LOBAO/PI,5g,ativacao,PAP,2026-01-01,,,,1
encanto-rn,ENCANTO/RN,5g,ativacao,PAP,2026-01-01,,,,6
erere-ce,ERERE/CE,5g,ativacao,AGILITY,2026-01-01,,,,20
erere-ce,ERERE/CE,5g,ativacao,PAP,2026-01-01,,,,4
esperanca-pb,ESPERANCA/PB,5g,ativacao,PAP,2026-01-01,,,,40
esperanca-pb,ESPERANCA/PB,5g,ativacao,VAREJO REDES,2026-01-01,,,,18
eusebio-ce,EUSEBIO/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,9
eusebio-ce,EUSEBIO/CE,5g,ativacao,LOJA,2026-01-01,,,,23
eusebio-ce,EUSEBIO/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,10
eusebio-ce,EUSEBIO/CE,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,2
extremoz-rn,EXTREMOZ/RN,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,9
extremoz-rn,EXTREMOZ/RN,5g,ativacao,INDICA BRISA,2026-01-01,,,,109
extremoz-rn,EXTREMOZ/RN,5g,ativacao,LOJA,2026-01-01,,,,115
extremoz-rn,EXTREMOZ/RN,5g,ativacao,PAP,2026-01-01,,,,126
extremoz-rn,EXTREMOZ/RN,5g,ativacao,SEM NICHO,2026-01-01,,,,18
extremoz-rn,EXTREMOZ/RN,5g,ativacao,VAREJO REDES,2026-01-01,,,,462
farias-brito-ce,FARIAS BRITO/CE,5g,ativacao,AGILITY,2026-01-01,,,,193
fernando-pedroza-rn,FERNANDO PEDROZA/RN,5g,ativacao,LOJA,2026-01-01,,,,1
forquilha-ce,FORQUILHA/CE,5g,ativacao,PAP,2026-01-01,,,,26
fortaleza-ce,FORTALEZA/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,4688
fortaleza-ce,FORTALEZA/CE,5g,ativacao,AGILITY,2026-01-01,,,,6
fortaleza-ce,FORTALEZA/CE,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,102
fortaleza-ce,FORTALEZA/CE,5g,ativacao,B2B,2026-01-01,,,,205
fortaleza-ce,FORTALEZA/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,990
fortaleza-ce,FORTALEZA/CE,5g,ativacao,LOJA,2026-01-01,,,,338
fortaleza-ce,FORTALEZA/CE,5g,ativacao,ONLINE,2026-01-01,,,,34
fortaleza-ce,FORTALEZA/CE,5g,ativacao,PAP,2026-01-01,,,,763
fortaleza-ce,FORTALEZA/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,312
fortaleza-ce,FORTALEZA/CE,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,787
fortaleza-ce,FORTALEZA/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,4612
goianinha-rn,GOIANINHA/RN,5g,ativacao,LOJA,2026-01-01,,,,1
goianinha-rn,GOIANINHA/RN,5g,ativacao,PAP,2026-01-01,,,,39
governador-dix-sept-rosado-rn,GOVERNADOR DIX SEPT ROSADO/RN,5g,ativacao,AGILITY,2026-01-01,,,,43
governador-dix-sept-rosado-rn,GOVERNADOR DIX SEPT ROSADO/RN,5g,ativacao,LOJA,2026-01-01,,,,7
granja-ce,GRANJA/CE,5g,ativacao,LOJA,2026-01-01,,,,2
granja-ce,GRANJA/CE,5g,ativacao,PAP,2026-01-01,,,,99
gravata-pe,GRAVATA/PE,5g,ativacao,LOJA,2026-01-01,,,,17
gravata-pe,GRAVATA/PE,5g,ativacao,PAP,2026-01-01,,,,43
groairas-ce,GROAIRAS/CE,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,1
grossos-rn,GROSSOS/RN,5g,ativacao,AGILITY,2026-01-01,,,,79
grossos-rn,GROSSOS/RN,5g,ativacao,LOJA,2026-01-01,,,,10
guamare-rn,GUAMARE/RN,5g,ativacao,INDICA BRISA,2026-01-01,,,,2
guarabira-pb,GUARABIRA/PB,5g,ativacao,PAP,2026-01-01,,,,17
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,5g,ativacao,LOJA,2026-01-01,,,,57
horizonte-ce,HORIZONTE/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,25
horizonte-ce,HORIZONTE/CE,5g,ativacao,LOJA,2026-01-01,,,,141
horizonte-ce,HORIZONTE/CE,5g,ativacao,PAP,2026-01-01,,,,22
horizonte-ce,HORIZONTE/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,5
horizonte-ce,HORIZONTE/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,7
ibaretama-ce,IBARETAMA/CE,5g,ativacao,AGILITY,2026-01-01,,,,26
ibaretama-ce,IBARETAMA/CE,5g,ativacao,LOJA,2026-01-01,,,,4
icapui-ce,ICAPUI/CE,5g,ativacao,AGILITY,2026-01-01,,,,20
ico-ce,ICO/CE,5g,ativacao,AGILITY,2026-01-01,,,,5
ico-ce,ICO/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,9
ico-ce,ICO/CE,5g,ativacao,LOJA,2026-01-01,,,,168
iguaracy-pe,IGUARACY/PE,5g,ativacao,PAP,2026-01-01,,,,31
iguatu-ce,IGUATU/CE,5g,ativacao,LOJA,2026-01-01,,,,250
iguatu-ce,IGUATU/CE,5g,ativacao,PAP,2026-01-01,,,,38
iguatu-ce,IGUATU/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,13
imaculada-pb,IMACULADA/PB,5g,ativacao,VAREJO REDES,2026-01-01,,,,2
ipanguacu-rn,IPANGUACU/RN,5g,ativacao,LOJA,2026-01-01,,,,3
ipanguacu-rn,IPANGUACU/RN,5g,ativacao,NOVOS NEGOCIOS,2026-01-01,,,,192
ipaporanga-ce,IPAPORANGA/CE,5g,ativacao,AGILITY,2026-01-01,,,,25
ipaumirim-ce,IPAUMIRIM/CE,5g,ativacao,PAP,2026-01-01,,,,76
ipu-ce,IPU/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,4
ipu-ce,IPU/CE,5g,ativacao,LOJA,2026-01-01,,,,65
ipu-ce,IPU/CE,5g,ativacao,PAP,2026-01-01,,,,19
ipueiras-ce,IPUEIRAS/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,27
ipueiras-ce,IPUEIRAS/CE,5g,ativacao,PAP,2026-01-01,,,,30
iracema-ce,IRACEMA/CE,5g,ativacao,LOJA,2026-01-01,,,,58
iracema-ce,IRACEMA/CE,5g,ativacao,PAP,2026-01-01,,,,3
iraucuba-ce,IRAUCUBA/CE,5g,ativacao,AGILITY,2026-01-01,,,,38
itaicaba-ce,ITAICABA/CE,5g,ativacao,AGILITY,2026-01-01,,,,42
itaitinga-ce,ITAITINGA/CE,5g,ativacao,AGILITY,2026-01-01,,,,539
itaitinga-ce,ITAITINGA/CE,5g,ativacao,PAP,2026-01-01,,,,15
itaitinga-ce,ITAITINGA/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,43
itapaje-ce,ITAPAJE/CE,5g,ativacao,LOJA,2026-01-01,,,,35
itapaje-ce,ITAPAJE/CE,5g,ativacao,PAP,2026-01-01,,,,14
itapipoca-ce,ITAPIPOCA/CE,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,4
itapipoca-ce,ITAPIPOCA/CE,5g,ativacao,LOJA,2026-01-01,,,,124
itapipoca-ce,ITAPIPOCA/CE,5g,ativacao,PAP,2026-01-01,,,,93
itapipoca-ce,ITAPIPOCA/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,30
itapipoca-ce,ITAPIPOCA/CE,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,5
itapipoca-ce,ITAPIPOCA/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,19
itarema-ce,ITAREMA/CE,5g,ativacao,PAP,2026-01-01,,,,1
jacobina-ba,JACOBINA/BA,5g,ativacao,LOJA,2026-01-01,,,,1
jaguaribara-ce,JAGUARIBARA/CE,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,2
jaguaribara-ce,JAGUARIBARA/CE,5g,ativacao,PAP,2026-01-01,,,,34
jaguaribe-ce,JAGUARIBE/CE,5g,ativacao,LOJA,2026-01-01,,,,145
jaguaribe-ce,JAGUARIBE/CE,5g,ativacao,PAP,2026-01-01,,,,11
jaguaruana-ce,JAGUARUANA/CE,5g,ativacao,AGILITY,2026-01-01,,,,88
janduis-rn,JANDUIS/RN,5g,ativacao,AGILITY,2026-01-01,,,,48
jati-ce,JATI/CE,5g,ativacao,PAP,2026-01-01,,,,19
jatoba-pe,JATOBA/PE,5g,ativacao,PAP,2026-01-01,,,,34
jeremoabo-ba,JEREMOABO/BA,5g,ativacao,LOJA,2026-01-01,,,,32
jeremoabo-ba,JEREMOABO/BA,5g,ativacao,PAP,2026-01-01,,,,95
joao-camara-rn,JOAO CAMARA/RN,5g,ativacao,INDICA BRISA,2026-01-01,,,,20
joao-camara-rn,JOAO CAMARA/RN,5g,ativacao,PAP,2026-01-01,,,,162
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,88
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,INDICA BRISA,2026-01-01,,,,282
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,LOJA,2026-01-01,,,,158
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,NGC,2026-01-01,,,,16
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,ONLINE,2026-01-01,,,,3
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,PAP,2026-01-01,,,,264
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,SEM NICHO,2026-01-01,,,,27
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,VAREJO QUIOSQUE,2026-01-01,,,,18
joao-pessoa-pb,JOAO PESSOA/PB,5g,ativacao,VAREJO REDES,2026-01-01,,,,86
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,681
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,64
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,5g,ativacao,LOJA,2026-01-01,,,,408
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,5g,ativacao,PAP,2026-01-01,,,,93
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,40
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,116
juazeiro-ba,JUAZEIRO/BA,5g,ativacao,LOJA,2026-01-01,,,,29
juazeiro-ba,JUAZEIRO/BA,5g,ativacao,PAP,2026-01-01,,,,10
jucas-ce,JUCAS/CE,5g,ativacao,AGILITY,2026-01-01,,,,5
jucas-ce,JUCAS/CE,5g,ativacao,PAP,2026-01-01,,,,33
jucurutu-rn,JUCURUTU/RN,5g,ativacao,AGILITY,2026-01-01,,,,85
lajes-rn,LAJES/RN,5g,ativacao,PAP,2026-01-01,,,,58
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,5g,ativacao,LOJA,2026-01-01,,,,45
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,5g,ativacao,EMBAIXADORES BRISA,2026-01-01,,,,5
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,5g,ativacao,LOJA,2026-01-01,,,,135
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,8
limoeiro-pe,LIMOEIRO/PE,5g,ativacao,LOJA,2026-01-01,,,,3
macaiba-rn,MACAIBA/RN,5g,ativacao,INDICA BRISA,2026-01-01,,,,25
macaiba-rn,MACAIBA/RN,5g,ativacao,LOJA,2026-01-01,,,,102
macaiba-rn,MACAIBA/RN,5g,ativacao,PAP,2026-01-01,,,,51
madalena-ce,MADALENA/CE,5g,ativacao,AGILITY,2026-01-01,,,,39
malta-pb,MALTA/PB,5g,ativacao,PAP,2026-01-01,,,,12
maracanau-ce,MARACANAU/CE,5g,ativacao,AGENTE PARCEIROS,2026-01-01,,,,247
maracanau-ce,MARACANAU/CE,5g,ativacao,AUTOATENDIMENTO,2026-01-01,,,,7
maracanau-ce,MARACANAU/CE,5g,ativacao,B2B,2026-01-01,,,,28
maracanau-ce,MARACANAU/CE,5g,ativacao,INDICA BRISA,2026-01-01,,,,122
maracanau-ce,MARACANAU/CE,5g,ativacao,LOJA,2026-01-01,,,,245
maracanau-ce,MARACANAU/CE,5g,ativacao,PAP,2026-01-01,,,,118
maracanau-ce,MARACANAU/CE,5g,ativacao,SEM NICHO,2026-01-01,,,,34
maracanau-ce,MARACANAU/CE,5g,ativacao,VAREJO REDES,2026-01-01,,,,135
