cidade_slug,cidade_origem,tecnologia,indicador_id,canal,mes_ref,semana_mes,primeiro_dia_semana,ultimo_dia_semana,valor
pindoretama-ce,PINDORETAMA/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,7
piquet-carneiro-ce,PIQUET CARNEIRO/CE,5g,ativacao,AGILITY,2026-03-01,,,,2
piquet-carneiro-ce,PIQUET CARNEIRO/CE,5g,ativacao,LOJA,2026-03-01,,,,3
piquet-carneiro-ce,PIQUET CARNEIRO/CE,5g,ativacao,PAP,2026-03-01,,,,89
piranhas-al,PIRANHAS/AL,5g,ativacao,LOJA,2026-03-01,,,,6
piranhas-al,PIRANHAS/AL,5g,ativacao,PAP,2026-03-01,,,,34
pires-ferreira-ce,PIRES FERREIRA/CE,5g,ativacao,LOJA,2026-03-01,,,,3
piripiri-pi,PIRIPIRI/PI,5g,ativacao,VAREJO REDES,2026-03-01,,,,2
poco-branco-rn,POCO BRANCO/RN,5g,ativacao,INDICA BRISA,2026-03-01,,,,2
poco-branco-rn,POCO BRANCO/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,2
poco-dantas-pb,POCO DANTAS/PB,5g,ativacao,AGILITY,2026-03-01,,,,52
poco-dantas-pb,POCO DANTAS/PB,5g,ativacao,DONO CIDADE - LOJAS,2026-03-01,,,,5
pombal-pb,POMBAL/PB,5g,ativacao,LOJA,2026-03-01,,,,36
pombal-pb,POMBAL/PB,5g,ativacao,PAP,2026-03-01,,,,53
portalegre-rn,PORTALEGRE/RN,5g,ativacao,SEM NICHO,2026-03-01,,,,1
portalegre-rn,PORTALEGRE/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,12
porteiras-ce,PORTEIRAS/CE,5g,ativacao,AGILITY,2026-03-01,,,,13
porto-alegre-rs,PORTO ALEGRE/RS,5g,ativacao,VAREJO REDES,2026-03-01,,,,1
porto-de-moz-pa,PORTO DE MOZ/PA,5g,ativacao,VAREJO REDES,2026-03-01,,,,1
porto-do-mangue-rn,PORTO DO MANGUE/RN,5g,ativacao,LOJA,2026-03-01,,,,4
potengi-ce,POTENGI/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,3
potengi-ce,POTENGI/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,17
potiretama-ce,POTIRETAMA/CE,5g,ativacao,PAP,2026-03-01,,,,50
potiretama-ce,POTIRETAMA/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,10
queimadas-pb,QUEIMADAS/PB,5g,ativacao,LOJA,2026-03-01,,,,3
queimadas-pb,QUEIMADAS/PB,5g,ativacao,VAREJO REDES,2026-03-01,,,,6
quiterianopolis-ce,QUITERIANOPOLIS/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,11
quiterianopolis-ce,QUITERIANOPOLIS/CE,5g,ativacao,AGILITY,2026-03-01,,,,4
quiterianopolis-ce,QUITERIANOPOLIS/CE,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,5
quiterianopolis-ce,QUITERIANOPOLIS/CE,5g,ativacao,PAP,2026-03-01,,,,50
quixaba-pb,QUIXABA/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
quixaba-pb,QUIXABA/PB,5g,ativacao,PAP,2026-03-01,,,,1
quixada-ce,QUIXADA/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,294
quixada-ce,QUIXADA/CE,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,2
quixada-ce,QUIXADA/CE,5g,ativacao,LOJA,2026-03-01,,,,98
quixada-ce,QUIXADA/CE,5g,ativacao,PAP,2026-03-01,,,,137
quixada-ce,QUIXADA/CE,5g,ativacao,SEM NICHO,2026-03-01,,,,6
quixada-ce,QUIXADA/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,92
quixelo-ce,QUIXELO/CE,5g,ativacao,AGILITY,2026-03-01,,,,77
quixelo-ce,QUIXELO/CE,5g,ativacao,LOJA,2026-03-01,,,,8
quixeramobim-ce,QUIXERAMOBIM/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,18
quixeramobim-ce,QUIXERAMOBIM/CE,5g,ativacao,LOJA,2026-03-01,,,,101
quixeramobim-ce,QUIXERAMOBIM/CE,5g,ativacao,PAP,2026-03-01,,,,72
quixere-ce,QUIXERE/CE,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,2
quixere-ce,QUIXERE/CE,5g,ativacao,LOJA,2026-03-01,,,,55
quixere-ce,QUIXERE/CE,5g,ativacao,PAP,2026-03-01,,,,17
quixere-ce,QUIXERE/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,1
rafael-fernandes-rn,RAFAEL FERNANDES/RN,5g,ativacao,PAP,2026-03-01,,,,32
rafael-godeiro-rn,RAFAEL GODEIRO/RN,5g,ativacao,PAP,2026-03-01,,,,2
recife-pe,RECIFE/PE,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
recife-pe,RECIFE/PE,5g,ativacao,LOJA,2026-03-01,,,,3
riacho-de-santana-rn,RIACHO DE SANTANA/RN,5g,ativacao,AGILITY,2026-03-01,,,,22
riacho-de-santana-rn,RIACHO DE SANTANA/RN,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,11
riacho-de-santana-rn,RIACHO DE SANTANA/RN,5g,ativacao,PAP,2026-03-01,,,,4
riacho-dos-cavalos-pb,RIACHO DOS CAVALOS/PB,5g,ativacao,LOJA,2026-03-01,,,,1
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,1
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,B2B,2026-03-01,,,,1
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,5
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,PAP,2026-03-01,,,,26
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,VAREJO REDES,2026-03-01,,,,28
rodolfo-fernandes-rn,RODOLFO FERNANDES/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,4
russas-ce,RUSSAS/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,45
russas-ce,RUSSAS/CE,5g,ativacao,LOJA,2026-03-01,,,,140
russas-ce,RUSSAS/CE,5g,ativacao,PAP,2026-03-01,,,,87
russas-ce,RUSSAS/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,21
saboeiro-ce,SABOEIRO/CE,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,1
saboeiro-ce,SABOEIRO/CE,5g,ativacao,LOJA,2026-03-01,,,,6
salgueiro-pe,SALGUEIRO/PE,5g,ativacao,INDICA BRISA,2026-03-01,,,,11
salgueiro-pe,SALGUEIRO/PE,5g,ativacao,LOJA,2026-03-01,,,,50
salgueiro-pe,SALGUEIRO/PE,5g,ativacao,PAP,2026-03-01,,,,22
salgueiro-pe,SALGUEIRO/PE,5g,ativacao,SEM NICHO,2026-03-01,,,,2
salvador-ba,SALVADOR/BA,5g,ativacao,VAREJO REDES,2026-03-01,,,,2
santa-cruz-pb,SANTA CRUZ/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
santa-cruz-pb,SANTA CRUZ/PB,5g,ativacao,PAP,2026-03-01,,,,3
santa-cruz-rn,SANTA CRUZ/RN,5g,ativacao,INDICA BRISA,2026-03-01,,,,40
santa-cruz-rn,SANTA CRUZ/RN,5g,ativacao,PAP,2026-03-01,,,,39
santa-cruz-rn,SANTA CRUZ/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,11
santa-helena-pb,SANTA HELENA/PB,5g,ativacao,PAP,2026-03-01,,,,11
santa-helena-pb,SANTA HELENA/PB,5g,ativacao,VAREJO REDES,2026-03-01,,,,5
santa-luzia-pb,SANTA LUZIA/PB,5g,ativacao,LOJA,2026-03-01,,,,32
santa-luzia-pb,SANTA LUZIA/PB,5g,ativacao,PAP,2026-03-01,,,,10
santa-quiteria-ce,SANTA QUITERIA/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,33
santa-rita-pb,SANTA RITA/PB,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,8
santa-rita-pb,SANTA RITA/PB,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,2
santa-rita-pb,SANTA RITA/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,50
santa-rita-pb,SANTA RITA/PB,5g,ativacao,LOJA,2026-03-01,,,,85
santa-rita-pb,SANTA RITA/PB,5g,ativacao,NGC,2026-03-01,,,,12
santa-rita-pb,SANTA RITA/PB,5g,ativacao,PAP,2026-03-01,,,,106
santa-teresinha-pb,SANTA TERESINHA/PB,5g,ativacao,DONO CIDADE - LOJAS,2026-03-01,,,,1
santa-terezinha-pe,SANTA TEREZINHA/PE,5g,ativacao,PAP,2026-03-01,,,,46
santana-do-acarau-ce,SANTANA DO ACARAU/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,1
santana-do-cariri-ce,SANTANA DO CARIRI/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,21
santana-do-matos-rn,SANTANA DO MATOS/RN,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
sao-benedito-ce,SAO BENEDITO/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
sao-benedito-ce,SAO BENEDITO/CE,5g,ativacao,LOJA,2026-03-01,,,,25
sao-benedito-ce,SAO BENEDITO/CE,5g,ativacao,PAP,2026-03-01,,,,20
sao-bentinho-pb,SAO BENTINHO/PB,5g,ativacao,PAP,2026-03-01,,,,25
sao-bento-pb,SAO BENTO/PB,5g,ativacao,DONO CIDADE - LOJAS,2026-03-01,,,,85
sao-bento-pb,SAO BENTO/PB,5g,ativacao,PAP,2026-03-01,,,,14
sao-bento-pb,SAO BENTO/PB,5g,ativacao,VAREJO REDES,2026-03-01,,,,16
sao-caitano-pe,SAO CAITANO/PE,5g,ativacao,INDICA BRISA,2026-03-01,,,,4
sao-caitano-pe,SAO CAITANO/PE,5g,ativacao,LOJA,2026-03-01,,,,12
sao-caitano-pe,SAO CAITANO/PE,5g,ativacao,PAP,2026-03-01,,,,19
sao-francisco-do-oeste-rn,SAO FRANCISCO DO OESTE/RN,5g,ativacao,DONO CIDADE - LOJAS,2026-03-01,,,,5
sao-francisco-pb,SAO FRANCISCO/PB,5g,ativacao,LOJA,2026-03-01,,,,7
sao-goncalo-do-amarante-ce,SAO GONCALO DO AMARANTE/CE,5g,ativacao,LOJA,2026-03-01,,,,13
sao-goncalo-do-amarante-ce,SAO GONCALO DO AMARANTE/CE,5g,ativacao,PAP,2026-03-01,,,,17
sao-goncalo-do-amarante-ce,SAO GONCALO DO AMARANTE/CE,5g,ativacao,SEM NICHO,2026-03-01,,,,5
sao-goncalo-do-amarante-ce,SAO GONCALO DO AMARANTE/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,177
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,30
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,5g,ativacao,NGC,2026-03-01,,,,1
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,5g,ativacao,PAP,2026-03-01,,,,65
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,167
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,5g,ativacao,LOJA,2026-03-01,,,,5
sao-joao-do-rio-do-peixe-pb,SAO JOAO DO RIO DO PEIXE/PB,5g,ativacao,PAP,2026-03-01,,,,25
sao-jose-de-espinharas-pb,SAO JOSE DE ESPINHARAS/PB,5g,ativacao,LOJA,2026-03-01,,,,2
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,5g,ativacao,INDICA BRISA,2026-03-01,,,,24
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,5g,ativacao,LOJA,2026-03-01,,,,32
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,5g,ativacao,PAP,2026-03-01,,,,8
sao-jose-do-belmonte-pe,SAO JOSE DO BELMONTE/PE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,1
sao-jose-do-brejo-do-cruz-pb,SAO JOSE DO BREJO DO CRUZ/PB,5g,ativacao,AGILITY,2026-03-01,,,,29
sao-luis-do-curu-ce,SAO LUIS DO CURU/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,5
sao-luis-ma,SAO LUIS/MA,5g,ativacao,PAP,2026-03-01,,,,1
sao-mamede-pb,SAO MAMEDE/PB,5g,ativacao,LOJA,2026-03-01,,,,2
sao-mamede-pb,SAO MAMEDE/PB,5g,ativacao,SEM NICHO,2026-03-01,,,,1
sao-miguel-rn,SAO MIGUEL /RN,5g,ativacao,PAP,2026-03-01,,,,1
sao-miguel-do-tapuio-pi,SAO MIGUEL DO TAPUIO/PI,5g,ativacao,AGILITY,2026-03-01,,,,2
sao-miguel-rn,SAO MIGUEL/RN,5g,ativacao,DONO CIDADE - LOJAS,2026-03-01,,,,139
sao-miguel-rn,SAO MIGUEL/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,12
sao-vicente-ferrer-ma,SAO VICENTE FERRER/MA,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,1
sape-pb,SAPE/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,5
sape-pb,SAPE/PB,5g,ativacao,LOJA,2026-03-01,,,,2
sape-pb,SAPE/PB,5g,ativacao,PAP,2026-03-01,,,,68
senador-georgino-avelino-rn,SENADOR GEORGINO AVELINO/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,10
senador-pompeu-ce,SENADOR POMPEU/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,2
senador-pompeu-ce,SENADOR POMPEU/CE,5g,ativacao,LOJA,2026-03-01,,,,61
senador-pompeu-ce,SENADOR POMPEU/CE,5g,ativacao,PAP,2026-03-01,,,,52
serra-do-mel-rn,SERRA DO MEL/RN,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,17
serra-do-mel-rn,SERRA DO MEL/RN,5g,ativacao,LOJA,2026-03-01,,,,2
serra-do-mel-rn,SERRA DO MEL/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,1
serra-talhada-pe,SERRA TALHADA/PE,5g,ativacao,INDICA BRISA,2026-03-01,,,,14
serra-talhada-pe,SERRA TALHADA/PE,5g,ativacao,LOJA,2026-03-01,,,,56
serra-talhada-pe,SERRA TALHADA/PE,5g,ativacao,PAP,2026-03-01,,,,43
serraria-pb,SERRARIA/PB,5g,ativacao,PAP,2026-03-01,,,,4
sertania-pe,SERTANIA/PE,5g,ativacao,PAP,2026-03-01,,,,24
severiano-melo-rn,SEVERIANO MELO/RN,5g,ativacao,AGILITY,2026-03-01,,,,19
sobrado-pb,SOBRADO/PB,5g,ativacao,PAP,2026-03-01,,,,2
sobral-ce,SOBRAL/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,13
sobral-ce,SOBRAL/CE,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,1
sobral-ce,SOBRAL/CE,5g,ativacao,B2B,2026-03-01,,,,26
sobral-ce,SOBRAL/CE,5g,ativacao,LOJA,2026-03-01,,,,129
sobral-ce,SOBRAL/CE,5g,ativacao,PAP,2026-03-01,,,,73
sobral-ce,SOBRAL/CE,5g,ativacao,SEM NICHO,2026-03-01,,,,26
sobral-ce,SOBRAL/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,37
solanea-pb,SOLANEA/PB,5g,ativacao,PAP,2026-03-01,,,,9
soledade-pb,SOLEDADE/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,3
soledade-pb,SOLEDADE/PB,5g,ativacao,PAP,2026-03-01,,,,20
solonopole-ce,SOLONOPOLE/CE,5g,ativacao,AGILITY,2026-03-01,,,,10
sousa-pb,SOUSA/PB,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,1
sousa-pb,SOUSA/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,10
sousa-pb,SOUSA/PB,5g,ativacao,LOJA,2026-03-01,,,,65
sousa-pb,SOUSA/PB,5g,ativacao,PAP,2026-03-01,,,,55
surubim-pe,SURUBIM/PE,5g,ativacao,LOJA,2026-03-01,,,,1
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,10
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,4
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,5g,ativacao,LOJA,2026-03-01,,,,76
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,5g,ativacao,PAP,2026-03-01,,,,28
taipu-rn,TAIPU/RN,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
taipu-rn,TAIPU/RN,5g,ativacao,PAP,2026-03-01,,,,11
taipu-rn,TAIPU/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,3
tamboril-ce,TAMBORIL/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,20
tamboril-ce,TAMBORIL/CE,5g,ativacao,PAP,2026-03-01,,,,19
taua-ce,TAUA/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,4
taua-ce,TAUA/CE,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,2
taua-ce,TAUA/CE,5g,ativacao,LOJA,2026-03-01,,,,53
taua-ce,TAUA/CE,5g,ativacao,PAP,2026-03-01,,,,61
taubate-sp,TAUBATE/SP,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
tavares-pb,TAVARES/PB,5g,ativacao,LOJA,2026-03-01,,,,1
tenente-ananias-rn,TENENTE ANANIAS/RN,5g,ativacao,AGILITY,2026-03-01,,,,38
tenente-ananias-rn,TENENTE ANANIAS/RN,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,6
tenente-ananias-rn,TENENTE ANANIAS/RN,5g,ativacao,PAP,2026-03-01,,,,1
tenorio-pb,TENORIO/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
teresina-pi,TERESINA/PI,5g,ativacao,B2B,2026-03-01,,,,23
teresina-pi,TERESINA/PI,5g,ativacao,LOJA,2026-03-01,,,,126
teresina-pi,TERESINA/PI,5g,ativacao,PAP,2026-03-01,,,,29
terezinha-pe,TEREZINHA/PE,5g,ativacao,LOJA,2026-03-01,,,,3
tiangua-ce,TIANGUA/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,36
tiangua-ce,TIANGUA/CE,5g,ativacao,PAP,2026-03-01,,,,46
tibau-rn,TIBAU/RN,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,1
tibau-rn,TIBAU/RN,5g,ativacao,AGILITY,2026-03-01,,,,43
tibau-rn,TIBAU/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,2
timbauba-dos-batistas-rn,TIMBAUBA DOS BATISTAS/RN,5g,ativacao,PAP,2026-03-01,,,,1
timon-ma,TIMON/MA,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,4
timon-ma,TIMON/MA,5g,ativacao,B2B,2026-03-01,,,,4
timon-ma,TIMON/MA,5g,ativacao,LOJA,2026-03-01,,,,32
timon-ma,TIMON/MA,5g,ativacao,PAP,2026-03-01,,,,33
timon-ma,TIMON/MA,5g,ativacao,SEM NICHO,2026-03-01,,,,10
timon-ma,TIMON/MA,5g,ativacao,VAREJO REDES,2026-03-01,,,,15
tobias-barreto-se,TOBIAS BARRETO/SE,5g,ativacao,LOJA,2026-03-01,,,,5
toritama-pe,TORITAMA/PE,5g,ativacao,LOJA,2026-03-01,,,,20
toritama-pe,TORITAMA/PE,5g,ativacao,PAP,2026-03-01,,,,40
toritama-pe,TORITAMA/PE,5g,ativacao,SEM NICHO,2026-03-01,,,,1
trairi-ce,TRAIRI/CE,5g,ativacao,AGILITY,2026-03-01,,,,267
trairi-ce,TRAIRI/CE,5g,ativacao,LOJA,2026-03-01,,,,5
trairi-ce,TRAIRI/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,4
triunfo-potiguar-rn,TRIUNFO POTIGUAR/RN,5g,ativacao,AGILITY,2026-03-01,,,,12
triunfo-pe,TRIUNFO/PE,5g,ativacao,LOJA,2026-03-01,,,,2
tuntum-ma,TUNTUM/MA,5g,ativacao,PAP,2026-03-01,,,,1
tuparetama-pe,TUPARETAMA/PE,5g,ativacao,PAP,2026-03-01,,,,1
tururu-ce,TURURU/CE,5g,ativacao,PAP,2026-03-01,,,,1
tururu-ce,TURURU/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,4
ubajara-ce,UBAJARA/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,3
ubajara-ce,UBAJARA/CE,5g,ativacao,LOJA,2026-03-01,,,,28
ubajara-ce,UBAJARA/CE,5g,ativacao,PAP,2026-03-01,,,,7
uirauna-pb,UIRAUNA/PB,5g,ativacao,DONO CIDADE - LOJAS,2026-03-01,,,,41
uirauna-pb,UIRAUNA/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,5
uirauna-pb,UIRAUNA/PB,5g,ativacao,LOJA,2026-03-01,,,,2
uirauna-pb,UIRAUNA/PB,5g,ativacao,PAP,2026-03-01,,,,10
uirauna-pb,UIRAUNA/PB,5g,ativacao,VAREJO REDES,2026-03-01,,,,5
umari-ce,UMARI/CE,5g,ativacao,LOJA,2026-03-01,,,,1
umari-ce,UMARI/CE,5g,ativacao,PAP,2026-03-01,,,,17
umarizal-rn,UMARIZAL/RN,5g,ativacao,DONO CIDADE - LOJAS,2026-03-01,,,,34
umarizal-rn,UMARIZAL/RN,5g,ativacao,PAP,2026-03-01,,,,50
umirim-ce,UMIRIM/CE,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,1
umirim-ce,UMIRIM/CE,5g,ativacao,PAP,2026-03-01,,,,17
uniao-pi,UNIAO/PI,5g,ativacao,INDICA BRISA,2026-03-01,,,,8
uniao-pi,UNIAO/PI,5g,ativacao,LOJA,2026-03-01,,,,1
upanema-rn,UPANEMA/RN,5g,ativacao,LOJA,2026-03-01,,,,5
upanema-rn,UPANEMA/RN,5g,ativacao,PAP,2026-03-01,,,,56
upanema-rn,UPANEMA/RN,5g,ativacao,SEM NICHO,2026-03-01,,,,9
uruoca-ce,URUOCA/CE,5g,ativacao,AGILITY,2026-03-01,,,,27
varjota-ce,VARJOTA/CE,5g,ativacao,LOJA,2026-03-01,,,,3
varjota-ce,VARJOTA/CE,5g,ativacao,PAP,2026-03-01,,,,87
varjota-ce,VARJOTA/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,8
varzea-alegre-ce,VARZEA ALEGRE/CE,5g,ativacao,LOJA,2026-03-01,,,,61
varzea-alegre-ce,VARZEA ALEGRE/CE,5g,ativacao,PAP,2026-03-01,,,,19
varzea-alegre-ce,VARZEA ALEGRE/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,2
venha-ver-rn,VENHA VER/RN,5g,ativacao,PAP,2026-03-01,,,,7
venha-ver-rn,VENHA VER/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,3
vera-cruz-rn,VERA CRUZ/RN,5g,ativacao,LOJA,2026-03-01,,,,1
vera-cruz-rn,VERA CRUZ/RN,5g,ativacao,PAP,2026-03-01,,,,10
xique-xique-ba,XIQUE XIQUE/BA,5g,ativacao,LOJA,2026-03-01,,,,1
abaiara-ce,ABAIARA/CE,5g,ativacao,LOJA,2026-03-01,,,,2
acarape-ce,ACARAPE/CE,5g,ativacao,AGILITY,2026-03-01,,,,8
acarape-ce,ACARAPE/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,1
acarau-ce,ACARAU/CE,5g,ativacao,AGILITY,2026-03-01,,,,4
acarau-ce,ACARAU/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,3
acu-rn,ACU/RN,5g,ativacao,VAREJO REDES,2026-03-01,,,,2
aiuaba-ce,AIUABA/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,17
alagoinha-pb,ALAGOINHA/PB,5g,ativacao,VAREJO REDES,2026-03-01,,,,1
alto-santo-ce,ALTO SANTO/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,1
alto-santo-ce,ALTO SANTO/CE,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,1
altos-pi,ALTOS/PI,5g,ativacao,LOJA,2026-03-01,,,,1
amontada-ce,AMONTADA/CE,5g,ativacao,PAP,2026-03-01,,,,5
antonina-do-norte-ce,ANTONINA DO NORTE/CE,5g,ativacao,LOJA,2026-03-01,,,,1
antonio-martins-rn,ANTONIO MARTINS/RN,5g,ativacao,PAP,2026-03-01,,,,2
aparecida-pb,APARECIDA/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,2
aparecida-pb,APARECIDA/PB,5g,ativacao,PAP,2026-03-01,,,,2
apuiares-ce,APUIARES/CE,5g,ativacao,LOJA,2026-03-01,,,,1
apuiares-ce,APUIARES/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,7
aquiraz-ce,AQUIRAZ/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,8
aracagi-pb,ARACAGI/PB,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
aracati-ce,ARACATI/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,1
aracati-ce,ARACATI/CE,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,46
aracati-ce,ARACATI/CE,5g,ativacao,PAP,2026-03-01,,,,2
aracoiaba-ce,ARACOIABA/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,4
aracoiaba-ce,ARACOIABA/CE,5g,ativacao,PAP,2026-03-01,,,,6
ararenda-ce,ARARENDA/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,4
arcoverde-pe,ARCOVERDE/PE,5g,ativacao,INDICA BRISA,2026-03-01,,,,6
arcoverde-pe,ARCOVERDE/PE,5g,ativacao,SEM NICHO,2026-03-01,,,,4
assare-ce,ASSARE/CE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,1
assu-rn,ASSU/RN,5g,ativacao,EMBAIXADORES BRISA,2026-03-01,,,,2
aurora-ce,AURORA/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,3
bacabeira-ma,BACABEIRA/MA,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,1
balsas-ma,BALSAS/MA,5g,ativacao,AUTOATENDIMENTO,2026-03-01,,,,1
banabuiu-ce,BANABUIU/CE,5g,ativacao,PAP,2026-03-01,,,,6
barbalha-ce,BARBALHA/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,7
barbalha-ce,BARBALHA/CE,5g,ativacao,VAREJO REDES,2026-03-01,,,,3
barroquinha-ce,BARROQUINHA/CE,5g,ativacao,LOJA,2026-03-01,,,,1
baturite-ce,BATURITE/CE,5g,ativacao,PAP,2026-03-01,,,,1
bayeux-pb,BAYEUX/PB,5g,ativacao,NGC,2026-03-01,,,,2
beberibe-ce,BEBERIBE/CE,5g,ativacao,PAP,2026-03-01,,,,4
bela-cruz-ce,BELA CRUZ/CE,5g,ativacao,AGILITY,2026-03-01,,,,3
bento-fernandes-rn,BENTO FERNANDES/RN,5g,ativacao,INDICA BRISA,2026-03-01,,,,1
bezerros-pe,BEZERROS/PE,5g,ativacao,AGENTE PARCEIROS,2026-03-01,,,,3
boa-viagem-ce,BOA VIAGEM/CE,5g,ativacao,INDICA BRISA,2026-03-01,,,,5
