cidade_slug,cidade_origem,mes_ref,meta
rio-largo-al,RIO LARGO/AL,2026-09-01,561
rio-largo-al,RIO LARGO/AL,2026-10-01,534
rio-largo-al,RIO LARGO/AL,2026-11-01,570
rio-largo-al,RIO LARGO/AL,2026-12-01,614
bom-jesus-pb,BOM JESUS/PB,2026-01-01,0
bom-jesus-pb,BOM JESUS/PB,2026-02-01,0
bom-jesus-pb,BOM JESUS/PB,2026-03-01,0
bom-jesus-pb,BOM JESUS/PB,2026-04-01,0
bom-jesus-pb,BOM JESUS/PB,2026-05-01,0
bom-jesus-pb,BOM JESUS/PB,2026-06-01,4
bom-jesus-pb,BOM JESUS/PB,2026-07-01,18
bom-jesus-pb,BOM JESUS/PB,2026-08-01,25
bom-jesus-pb,BOM JESUS/PB,2026-09-01,45
bom-jesus-pb,BOM JESUS/PB,2026-10-01,0
bom-jesus-pb,BOM JESUS/PB,2026-11-01,0
bom-jesus-pb,BOM JESUS/PB,2026-12-01,0
granjeiro-ce,GRANJEIRO/CE,2026-01-01,0
granjeiro-ce,GRANJEIRO/CE,2026-02-01,0
granjeiro-ce,GRANJEIRO/CE,2026-03-01,0
granjeiro-ce,GRANJEIRO/CE,2026-04-01,0
granjeiro-ce,GRANJEIRO/CE,2026-05-01,0
granjeiro-ce,GRANJEIRO/CE,2026-06-01,33
granjeiro-ce,GRANJEIRO/CE,2026-07-01,40
granjeiro-ce,GRANJEIRO/CE,2026-08-01,46
granjeiro-ce,GRANJEIRO/CE,2026-09-01,49
granjeiro-ce,GRANJEIRO/CE,2026-10-01,47
granjeiro-ce,GRANJEIRO/CE,2026-11-01,43
granjeiro-ce,GRANJEIRO/CE,2026-12-01,45
hidrolandia-ce,HIDROLANDIA/CE,2026-01-01,0
hidrolandia-ce,HIDROLANDIA/CE,2026-02-01,0
hidrolandia-ce,HIDROLANDIA/CE,2026-03-01,0
hidrolandia-ce,HIDROLANDIA/CE,2026-04-01,0
hidrolandia-ce,HIDROLANDIA/CE,2026-05-01,0
hidrolandia-ce,HIDROLANDIA/CE,2026-06-01,55
hidrolandia-ce,HIDROLANDIA/CE,2026-07-01,43
hidrolandia-ce,HIDROLANDIA/CE,2026-08-01,66
hidrolandia-ce,HIDROLANDIA/CE,2026-09-01,73
hidrolandia-ce,HIDROLANDIA/CE,2026-10-01,73
hidrolandia-ce,HIDROLANDIA/CE,2026-11-01,86
hidrolandia-ce,HIDROLANDIA/CE,2026-12-01,89
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-01-01,0
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-02-01,0
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-03-01,0
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-04-01,0
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-05-01,0
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-06-01,12
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-07-01,15
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-08-01,17
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-09-01,18
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-10-01,18
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-11-01,16
sao-joao-do-jaguaribe-ce,SAO JOAO DO JAGUARIBE/CE,2026-12-01,17
