cidade_slug,cidade_origem,mes_ref,meta
abaiara-ce,ABAIARA/CE,2026-01-01,43
abaiara-ce,ABAIARA/CE,2026-02-01,43
abaiara-ce,ABAIARA/CE,2026-03-01,43
abaiara-ce,ABAIARA/CE,2026-04-01,40
abaiara-ce,ABAIARA/CE,2026-05-01,37
abaiara-ce,ABAIARA/CE,2026-06-01,27
abaiara-ce,ABAIARA/CE,2026-07-01,41
abaiara-ce,ABAIARA/CE,2026-08-01,56
abaiara-ce,ABAIARA/CE,2026-09-01,56
abaiara-ce,ABAIARA/CE,2026-10-01,0
abaiara-ce,ABAIARA/CE,2026-11-01,0
abaiara-ce,ABAIARA/CE,2026-12-01,0
acarape-ce,ACARAPE/CE,2026-01-01,96
acarape-ce,ACARAPE/CE,2026-02-01,96
acarape-ce,ACARAPE/CE,2026-03-01,96
acarape-ce,ACARAPE/CE,2026-04-01,45
acarape-ce,ACARAPE/CE,2026-05-01,58
acarape-ce,ACARAPE/CE,2026-06-01,33
acarape-ce,ACARAPE/CE,2026-07-01,64
acarape-ce,ACARAPE/CE,2026-08-01,88
acarape-ce,ACARAPE/CE,2026-09-01,88
acarape-ce,ACARAPE/CE,2026-10-01,0
acarape-ce,ACARAPE/CE,2026-11-01,0
acarape-ce,ACARAPE/CE,2026-12-01,0
acarau-ce,ACARAU/CE,2026-01-01,143
acarau-ce,ACARAU/CE,2026-02-01,133
acarau-ce,ACARAU/CE,2026-03-01,117
acarau-ce,ACARAU/CE,2026-04-01,170
acarau-ce,ACARAU/CE,2026-05-01,191
acarau-ce,ACARAU/CE,2026-06-01,142
acarau-ce,ACARAU/CE,2026-07-01,212
acarau-ce,ACARAU/CE,2026-08-01,289
acarau-ce,ACARAU/CE,2026-09-01,289
acarau-ce,ACARAU/CE,2026-10-01,0
acarau-ce,ACARAU/CE,2026-11-01,0
acarau-ce,ACARAU/CE,2026-12-01,0
acari-rn,ACARI/RN,2026-01-01,48
acari-rn,ACARI/RN,2026-02-01,44
acari-rn,ACARI/RN,2026-03-01,52
acari-rn,ACARI/RN,2026-04-01,49
acari-rn,ACARI/RN,2026-05-01,64
acari-rn,ACARI/RN,2026-06-01,37
acari-rn,ACARI/RN,2026-07-01,71
acari-rn,ACARI/RN,2026-08-01,96
acari-rn,ACARI/RN,2026-09-01,96
acari-rn,ACARI/RN,2026-10-01,0
acari-rn,ACARI/RN,2026-11-01,0
acari-rn,ACARI/RN,2026-12-01,0
acopiara-ce,ACOPIARA/CE,2026-01-01,132
acopiara-ce,ACOPIARA/CE,2026-02-01,123
acopiara-ce,ACOPIARA/CE,2026-03-01,144
acopiara-ce,ACOPIARA/CE,2026-04-01,136
acopiara-ce,ACOPIARA/CE,2026-05-01,177
acopiara-ce,ACOPIARA/CE,2026-06-01,153
acopiara-ce,ACOPIARA/CE,2026-07-01,197
acopiara-ce,ACOPIARA/CE,2026-08-01,268
acopiara-ce,ACOPIARA/CE,2026-09-01,268
acopiara-ce,ACOPIARA/CE,2026-10-01,0
acopiara-ce,ACOPIARA/CE,2026-11-01,0
acopiara-ce,ACOPIARA/CE,2026-12-01,0
agua-nova-rn,AGUA NOVA/RN,2026-01-01,13
agua-nova-rn,AGUA NOVA/RN,2026-02-01,13
agua-nova-rn,AGUA NOVA/RN,2026-03-01,13
agua-nova-rn,AGUA NOVA/RN,2026-04-01,19
agua-nova-rn,AGUA NOVA/RN,2026-05-01,27
agua-nova-rn,AGUA NOVA/RN,2026-06-01,34
agua-nova-rn,AGUA NOVA/RN,2026-07-01,30
agua-nova-rn,AGUA NOVA/RN,2026-08-01,27
agua-nova-rn,AGUA NOVA/RN,2026-09-01,19
agua-nova-rn,AGUA NOVA/RN,2026-10-01,0
agua-nova-rn,AGUA NOVA/RN,2026-11-01,0
agua-nova-rn,AGUA NOVA/RN,2026-12-01,0
aiuaba-ce,AIUABA/CE,2026-01-01,37
aiuaba-ce,AIUABA/CE,2026-02-01,37
aiuaba-ce,AIUABA/CE,2026-03-01,35
aiuaba-ce,AIUABA/CE,2026-04-01,35
aiuaba-ce,AIUABA/CE,2026-05-01,46
aiuaba-ce,AIUABA/CE,2026-06-01,49
aiuaba-ce,AIUABA/CE,2026-07-01,48
aiuaba-ce,AIUABA/CE,2026-08-01,65
aiuaba-ce,AIUABA/CE,2026-09-01,65
aiuaba-ce,AIUABA/CE,2026-10-01,0
aiuaba-ce,AIUABA/CE,2026-11-01,0
aiuaba-ce,AIUABA/CE,2026-12-01,0
alcantaras-ce,ALCANTARAS/CE,2026-01-01,20
alcantaras-ce,ALCANTARAS/CE,2026-02-01,19
alcantaras-ce,ALCANTARAS/CE,2026-03-01,22
alcantaras-ce,ALCANTARAS/CE,2026-04-01,21
alcantaras-ce,ALCANTARAS/CE,2026-05-01,27
alcantaras-ce,ALCANTARAS/CE,2026-06-01,25
alcantaras-ce,ALCANTARAS/CE,2026-07-01,30
alcantaras-ce,ALCANTARAS/CE,2026-08-01,40
alcantaras-ce,ALCANTARAS/CE,2026-09-01,40
alcantaras-ce,ALCANTARAS/CE,2026-10-01,0
alcantaras-ce,ALCANTARAS/CE,2026-11-01,0
alcantaras-ce,ALCANTARAS/CE,2026-12-01,0
alexandria-rn,ALEXANDRIA/RN,2026-01-01,49
alexandria-rn,ALEXANDRIA/RN,2026-02-01,46
alexandria-rn,ALEXANDRIA/RN,2026-03-01,54
alexandria-rn,ALEXANDRIA/RN,2026-04-01,51
alexandria-rn,ALEXANDRIA/RN,2026-05-01,66
alexandria-rn,ALEXANDRIA/RN,2026-06-01,66
alexandria-rn,ALEXANDRIA/RN,2026-07-01,73
alexandria-rn,ALEXANDRIA/RN,2026-08-01,99
alexandria-rn,ALEXANDRIA/RN,2026-09-01,99
alexandria-rn,ALEXANDRIA/RN,2026-10-01,0
alexandria-rn,ALEXANDRIA/RN,2026-11-01,0
alexandria-rn,ALEXANDRIA/RN,2026-12-01,0
altaneira-ce,ALTANEIRA/CE,2026-01-01,42
altaneira-ce,ALTANEIRA/CE,2026-02-01,42
altaneira-ce,ALTANEIRA/CE,2026-03-01,42
altaneira-ce,ALTANEIRA/CE,2026-04-01,51
altaneira-ce,ALTANEIRA/CE,2026-05-01,66
altaneira-ce,ALTANEIRA/CE,2026-06-01,74
altaneira-ce,ALTANEIRA/CE,2026-07-01,72
altaneira-ce,ALTANEIRA/CE,2026-08-01,65
altaneira-ce,ALTANEIRA/CE,2026-09-01,64
altaneira-ce,ALTANEIRA/CE,2026-10-01,0
altaneira-ce,ALTANEIRA/CE,2026-11-01,0
altaneira-ce,ALTANEIRA/CE,2026-12-01,0
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-01-01,74
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-02-01,74
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-03-01,74
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-04-01,65
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-05-01,64
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-06-01,77
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-07-01,67
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-08-01,91
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-09-01,91
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-10-01,0
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-11-01,0
alto-do-rodrigues-rn,ALTO DO RODRIGUES/RN,2026-12-01,0
alto-santo-ce,ALTO SANTO/CE,2026-01-01,53
alto-santo-ce,ALTO SANTO/CE,2026-02-01,53
alto-santo-ce,ALTO SANTO/CE,2026-03-01,53
alto-santo-ce,ALTO SANTO/CE,2026-04-01,50
alto-santo-ce,ALTO SANTO/CE,2026-05-01,58
alto-santo-ce,ALTO SANTO/CE,2026-06-01,50
alto-santo-ce,ALTO SANTO/CE,2026-07-01,64
alto-santo-ce,ALTO SANTO/CE,2026-08-01,88
alto-santo-ce,ALTO SANTO/CE,2026-09-01,88
alto-santo-ce,ALTO SANTO/CE,2026-10-01,0
alto-santo-ce,ALTO SANTO/CE,2026-11-01,0
alto-santo-ce,ALTO SANTO/CE,2026-12-01,0
amontada-ce,AMONTADA/CE,2026-01-01,84
amontada-ce,AMONTADA/CE,2026-02-01,78
amontada-ce,AMONTADA/CE,2026-03-01,91
amontada-ce,AMONTADA/CE,2026-04-01,86
amontada-ce,AMONTADA/CE,2026-05-01,111
amontada-ce,AMONTADA/CE,2026-06-01,64
amontada-ce,AMONTADA/CE,2026-07-01,124
amontada-ce,AMONTADA/CE,2026-08-01,169
amontada-ce,AMONTADA/CE,2026-09-01,169
amontada-ce,AMONTADA/CE,2026-10-01,0
amontada-ce,AMONTADA/CE,2026-11-01,0
amontada-ce,AMONTADA/CE,2026-12-01,0
angicos-rn,ANGICOS/RN,2026-01-01,73
angicos-rn,ANGICOS/RN,2026-02-01,73
angicos-rn,ANGICOS/RN,2026-03-01,73
angicos-rn,ANGICOS/RN,2026-04-01,81
angicos-rn,ANGICOS/RN,2026-05-01,84
angicos-rn,ANGICOS/RN,2026-06-01,87
angicos-rn,ANGICOS/RN,2026-07-01,76
angicos-rn,ANGICOS/RN,2026-08-01,103
angicos-rn,ANGICOS/RN,2026-09-01,103
angicos-rn,ANGICOS/RN,2026-10-01,0
angicos-rn,ANGICOS/RN,2026-11-01,0
angicos-rn,ANGICOS/RN,2026-12-01,0
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-01-01,45
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-02-01,45
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-03-01,45
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-04-01,44
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-05-01,46
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-06-01,55
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-07-01,40
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-08-01,55
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-09-01,55
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-10-01,0
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-11-01,0
antonina-do-norte-ce,ANTONINA DO NORTE/CE,2026-12-01,0
aparecida-pb,APARECIDA/PB,2026-01-01,22
aparecida-pb,APARECIDA/PB,2026-02-01,20
aparecida-pb,APARECIDA/PB,2026-03-01,24
aparecida-pb,APARECIDA/PB,2026-04-01,22
aparecida-pb,APARECIDA/PB,2026-05-01,29
aparecida-pb,APARECIDA/PB,2026-06-01,17
aparecida-pb,APARECIDA/PB,2026-07-01,32
aparecida-pb,APARECIDA/PB,2026-08-01,44
aparecida-pb,APARECIDA/PB,2026-09-01,44
aparecida-pb,APARECIDA/PB,2026-10-01,0
aparecida-pb,APARECIDA/PB,2026-11-01,0
aparecida-pb,APARECIDA/PB,2026-12-01,0
apodi-rn,APODI/RN,2026-01-01,116
apodi-rn,APODI/RN,2026-02-01,116
apodi-rn,APODI/RN,2026-03-01,125
apodi-rn,APODI/RN,2026-04-01,118
apodi-rn,APODI/RN,2026-05-01,153
apodi-rn,APODI/RN,2026-06-01,155
apodi-rn,APODI/RN,2026-07-01,170
apodi-rn,APODI/RN,2026-08-01,232
apodi-rn,APODI/RN,2026-09-01,232
apodi-rn,APODI/RN,2026-10-01,0
apodi-rn,APODI/RN,2026-11-01,0
apodi-rn,APODI/RN,2026-12-01,0
apuiares-ce,APUIARES/CE,2026-01-01,82
apuiares-ce,APUIARES/CE,2026-02-01,82
apuiares-ce,APUIARES/CE,2026-03-01,82
apuiares-ce,APUIARES/CE,2026-04-01,73
apuiares-ce,APUIARES/CE,2026-05-01,49
apuiares-ce,APUIARES/CE,2026-06-01,25
apuiares-ce,APUIARES/CE,2026-07-01,49
apuiares-ce,APUIARES/CE,2026-08-01,67
apuiares-ce,APUIARES/CE,2026-09-01,67
apuiares-ce,APUIARES/CE,2026-10-01,0
apuiares-ce,APUIARES/CE,2026-11-01,0
apuiares-ce,APUIARES/CE,2026-12-01,0
aquiraz-ce,AQUIRAZ/CE,2026-01-01,351
aquiraz-ce,AQUIRAZ/CE,2026-02-01,326
aquiraz-ce,AQUIRAZ/CE,2026-03-01,383
aquiraz-ce,AQUIRAZ/CE,2026-04-01,361
aquiraz-ce,AQUIRAZ/CE,2026-05-01,468
aquiraz-ce,AQUIRAZ/CE,2026-06-01,269
aquiraz-ce,AQUIRAZ/CE,2026-07-01,521
aquiraz-ce,AQUIRAZ/CE,2026-08-01,709
aquiraz-ce,AQUIRAZ/CE,2026-09-01,709
aquiraz-ce,AQUIRAZ/CE,2026-10-01,0
aquiraz-ce,AQUIRAZ/CE,2026-11-01,0
aquiraz-ce,AQUIRAZ/CE,2026-12-01,0
aracati-ce,ARACATI/CE,2026-01-01,522
aracati-ce,ARACATI/CE,2026-02-01,522
aracati-ce,ARACATI/CE,2026-03-01,522
aracati-ce,ARACATI/CE,2026-04-01,504
aracati-ce,ARACATI/CE,2026-05-01,507
aracati-ce,ARACATI/CE,2026-06-01,555
aracati-ce,ARACATI/CE,2026-07-01,448
aracati-ce,ARACATI/CE,2026-08-01,523
aracati-ce,ARACATI/CE,2026-09-01,523
aracati-ce,ARACATI/CE,2026-10-01,0
aracati-ce,ARACATI/CE,2026-11-01,0
aracati-ce,ARACATI/CE,2026-12-01,0
aracoiaba-ce,ARACOIABA/CE,2026-01-01,159
aracoiaba-ce,ARACOIABA/CE,2026-02-01,159
aracoiaba-ce,ARACOIABA/CE,2026-03-01,159
aracoiaba-ce,ARACOIABA/CE,2026-04-01,238
aracoiaba-ce,ARACOIABA/CE,2026-05-01,190
aracoiaba-ce,ARACOIABA/CE,2026-06-01,86
aracoiaba-ce,ARACOIABA/CE,2026-07-01,154
aracoiaba-ce,ARACOIABA/CE,2026-08-01,209
aracoiaba-ce,ARACOIABA/CE,2026-09-01,209
aracoiaba-ce,ARACOIABA/CE,2026-10-01,0
aracoiaba-ce,ARACOIABA/CE,2026-11-01,0
aracoiaba-ce,ARACOIABA/CE,2026-12-01,0
arara-pb,ARARA/PB,2026-01-01,54
arara-pb,ARARA/PB,2026-02-01,54
arara-pb,ARARA/PB,2026-03-01,52
arara-pb,ARARA/PB,2026-04-01,49
arara-pb,ARARA/PB,2026-05-01,64
arara-pb,ARARA/PB,2026-06-01,37
arara-pb,ARARA/PB,2026-07-01,71
arara-pb,ARARA/PB,2026-08-01,96
arara-pb,ARARA/PB,2026-09-01,96
arara-pb,ARARA/PB,2026-10-01,0
arara-pb,ARARA/PB,2026-11-01,0
arara-pb,ARARA/PB,2026-12-01,0
araripina-pe,ARARIPINA/PE,2026-01-01,281
araripina-pe,ARARIPINA/PE,2026-02-01,261
araripina-pe,ARARIPINA/PE,2026-03-01,307
araripina-pe,ARARIPINA/PE,2026-04-01,290
araripina-pe,ARARIPINA/PE,2026-05-01,375
araripina-pe,ARARIPINA/PE,2026-06-01,254
araripina-pe,ARARIPINA/PE,2026-07-01,417
araripina-pe,ARARIPINA/PE,2026-08-01,568
araripina-pe,ARARIPINA/PE,2026-09-01,568
araripina-pe,ARARIPINA/PE,2026-10-01,0
araripina-pe,ARARIPINA/PE,2026-11-01,0
araripina-pe,ARARIPINA/PE,2026-12-01,0
arcoverde-pe,ARCOVERDE/PE,2026-01-01,363
arcoverde-pe,ARCOVERDE/PE,2026-02-01,337
arcoverde-pe,ARCOVERDE/PE,2026-03-01,396
arcoverde-pe,ARCOVERDE/PE,2026-04-01,374
arcoverde-pe,ARCOVERDE/PE,2026-05-01,484
arcoverde-pe,ARCOVERDE/PE,2026-06-01,278
arcoverde-pe,ARCOVERDE/PE,2026-07-01,539
arcoverde-pe,ARCOVERDE/PE,2026-08-01,733
arcoverde-pe,ARCOVERDE/PE,2026-09-01,733
arcoverde-pe,ARCOVERDE/PE,2026-10-01,0
arcoverde-pe,ARCOVERDE/PE,2026-11-01,0
arcoverde-pe,ARCOVERDE/PE,2026-12-01,0
areia-branca-rn,AREIA BRANCA/RN,2026-01-01,330
areia-branca-rn,AREIA BRANCA/RN,2026-02-01,330
areia-branca-rn,AREIA BRANCA/RN,2026-03-01,330
areia-branca-rn,AREIA BRANCA/RN,2026-04-01,263
areia-branca-rn,AREIA BRANCA/RN,2026-05-01,219
areia-branca-rn,AREIA BRANCA/RN,2026-06-01,218
areia-branca-rn,AREIA BRANCA/RN,2026-07-01,188
areia-branca-rn,AREIA BRANCA/RN,2026-08-01,227
areia-branca-rn,AREIA BRANCA/RN,2026-09-01,227
areia-branca-rn,AREIA BRANCA/RN,2026-10-01,0
areia-branca-rn,AREIA BRANCA/RN,2026-11-01,0
areia-branca-rn,AREIA BRANCA/RN,2026-12-01,0
assu-rn,ASSU/RN,2026-01-01,212
assu-rn,ASSU/RN,2026-02-01,197
assu-rn,ASSU/RN,2026-03-01,231
assu-rn,ASSU/RN,2026-04-01,239
assu-rn,ASSU/RN,2026-05-01,283
assu-rn,ASSU/RN,2026-06-01,254
assu-rn,ASSU/RN,2026-07-01,315
assu-rn,ASSU/RN,2026-08-01,428
assu-rn,ASSU/RN,2026-09-01,428
assu-rn,ASSU/RN,2026-10-01,0
assu-rn,ASSU/RN,2026-11-01,0
assu-rn,ASSU/RN,2026-12-01,0
aurora-ce,AURORA/CE,2026-01-01,72
aurora-ce,AURORA/CE,2026-02-01,67
aurora-ce,AURORA/CE,2026-03-01,78
aurora-ce,AURORA/CE,2026-04-01,74
aurora-ce,AURORA/CE,2026-05-01,96
aurora-ce,AURORA/CE,2026-06-01,62
aurora-ce,AURORA/CE,2026-07-01,107
aurora-ce,AURORA/CE,2026-08-01,145
aurora-ce,AURORA/CE,2026-09-01,145
aurora-ce,AURORA/CE,2026-10-01,0
aurora-ce,AURORA/CE,2026-11-01,0
aurora-ce,AURORA/CE,2026-12-01,0
baia-formosa-rn,BAIA FORMOSA/RN,2026-01-01,35
baia-formosa-rn,BAIA FORMOSA/RN,2026-02-01,32
baia-formosa-rn,BAIA FORMOSA/RN,2026-03-01,38
baia-formosa-rn,BAIA FORMOSA/RN,2026-04-01,36
baia-formosa-rn,BAIA FORMOSA/RN,2026-05-01,46
baia-formosa-rn,BAIA FORMOSA/RN,2026-06-01,37
baia-formosa-rn,BAIA FORMOSA/RN,2026-07-01,52
baia-formosa-rn,BAIA FORMOSA/RN,2026-08-01,70
baia-formosa-rn,BAIA FORMOSA/RN,2026-09-01,70
baia-formosa-rn,BAIA FORMOSA/RN,2026-10-01,0
baia-formosa-rn,BAIA FORMOSA/RN,2026-11-01,0
baia-formosa-rn,BAIA FORMOSA/RN,2026-12-01,0
banabuiu-ce,BANABUIU/CE,2026-01-01,66
banabuiu-ce,BANABUIU/CE,2026-02-01,66
banabuiu-ce,BANABUIU/CE,2026-03-01,66
banabuiu-ce,BANABUIU/CE,2026-04-01,93
banabuiu-ce,BANABUIU/CE,2026-05-01,116
banabuiu-ce,BANABUIU/CE,2026-06-01,123
banabuiu-ce,BANABUIU/CE,2026-07-01,103
banabuiu-ce,BANABUIU/CE,2026-08-01,95
banabuiu-ce,BANABUIU/CE,2026-09-01,95
banabuiu-ce,BANABUIU/CE,2026-10-01,0
banabuiu-ce,BANABUIU/CE,2026-11-01,0
banabuiu-ce,BANABUIU/CE,2026-12-01,0
barauna-rn,BARAUNA/RN,2026-01-01,136
barauna-rn,BARAUNA/RN,2026-02-01,136
barauna-rn,BARAUNA/RN,2026-03-01,136
barauna-rn,BARAUNA/RN,2026-04-01,129
barauna-rn,BARAUNA/RN,2026-05-01,123
barauna-rn,BARAUNA/RN,2026-06-01,106
barauna-rn,BARAUNA/RN,2026-07-01,137
barauna-rn,BARAUNA/RN,2026-08-01,186
barauna-rn,BARAUNA/RN,2026-09-01,186
barauna-rn,BARAUNA/RN,2026-10-01,0
barauna-rn,BARAUNA/RN,2026-11-01,0
barauna-rn,BARAUNA/RN,2026-12-01,0
barbalha-ce,BARBALHA/CE,2026-01-01,554
barbalha-ce,BARBALHA/CE,2026-02-01,554
barbalha-ce,BARBALHA/CE,2026-03-01,554
barbalha-ce,BARBALHA/CE,2026-04-01,532
barbalha-ce,BARBALHA/CE,2026-05-01,539
barbalha-ce,BARBALHA/CE,2026-06-01,588
barbalha-ce,BARBALHA/CE,2026-07-01,523
barbalha-ce,BARBALHA/CE,2026-08-01,539
barbalha-ce,BARBALHA/CE,2026-09-01,539
barbalha-ce,BARBALHA/CE,2026-10-01,0
barbalha-ce,BARBALHA/CE,2026-11-01,0
barbalha-ce,BARBALHA/CE,2026-12-01,0
barro-ce,BARRO/CE,2026-01-01,70
barro-ce,BARRO/CE,2026-02-01,65
barro-ce,BARRO/CE,2026-03-01,76
barro-ce,BARRO/CE,2026-04-01,72
barro-ce,BARRO/CE,2026-05-01,93
barro-ce,BARRO/CE,2026-06-01,70
barro-ce,BARRO/CE,2026-07-01,104
barro-ce,BARRO/CE,2026-08-01,141
barro-ce,BARRO/CE,2026-09-01,141
barro-ce,BARRO/CE,2026-10-01,0
barro-ce,BARRO/CE,2026-11-01,0
barro-ce,BARRO/CE,2026-12-01,0
barroquinha-ce,BARROQUINHA/CE,2026-01-01,47
barroquinha-ce,BARROQUINHA/CE,2026-02-01,44
barroquinha-ce,BARROQUINHA/CE,2026-03-01,51
barroquinha-ce,BARROQUINHA/CE,2026-04-01,49
barroquinha-ce,BARROQUINHA/CE,2026-05-01,63
barroquinha-ce,BARROQUINHA/CE,2026-06-01,36
barroquinha-ce,BARROQUINHA/CE,2026-07-01,70
barroquinha-ce,BARROQUINHA/CE,2026-08-01,95
barroquinha-ce,BARROQUINHA/CE,2026-09-01,95
barroquinha-ce,BARROQUINHA/CE,2026-10-01,0
barroquinha-ce,BARROQUINHA/CE,2026-11-01,0
barroquinha-ce,BARROQUINHA/CE,2026-12-01,0
baturite-ce,BATURITE/CE,2026-01-01,130
baturite-ce,BATURITE/CE,2026-02-01,121
baturite-ce,BATURITE/CE,2026-03-01,142
baturite-ce,BATURITE/CE,2026-04-01,134
baturite-ce,BATURITE/CE,2026-05-01,173
baturite-ce,BATURITE/CE,2026-06-01,100
baturite-ce,BATURITE/CE,2026-07-01,193
baturite-ce,BATURITE/CE,2026-08-01,262
baturite-ce,BATURITE/CE,2026-09-01,262
baturite-ce,BATURITE/CE,2026-10-01,0
baturite-ce,BATURITE/CE,2026-11-01,0
baturite-ce,BATURITE/CE,2026-12-01,0
bayeux-pb,BAYEUX/PB,2026-01-01,407
bayeux-pb,BAYEUX/PB,2026-02-01,379
bayeux-pb,BAYEUX/PB,2026-03-01,445
bayeux-pb,BAYEUX/PB,2026-04-01,420
bayeux-pb,BAYEUX/PB,2026-05-01,544
bayeux-pb,BAYEUX/PB,2026-06-01,445
bayeux-pb,BAYEUX/PB,2026-07-01,605
bayeux-pb,BAYEUX/PB,2026-08-01,824
bayeux-pb,BAYEUX/PB,2026-09-01,824
bayeux-pb,BAYEUX/PB,2026-10-01,0
bayeux-pb,BAYEUX/PB,2026-11-01,0
bayeux-pb,BAYEUX/PB,2026-12-01,0
beberibe-ce,BEBERIBE/CE,2026-01-01,425
beberibe-ce,BEBERIBE/CE,2026-02-01,425
beberibe-ce,BEBERIBE/CE,2026-03-01,425
beberibe-ce,BEBERIBE/CE,2026-04-01,361
beberibe-ce,BEBERIBE/CE,2026-05-01,311
beberibe-ce,BEBERIBE/CE,2026-06-01,299
beberibe-ce,BEBERIBE/CE,2026-07-01,346
beberibe-ce,BEBERIBE/CE,2026-08-01,471
beberibe-ce,BEBERIBE/CE,2026-09-01,471
beberibe-ce,BEBERIBE/CE,2026-10-01,0
beberibe-ce,BEBERIBE/CE,2026-11-01,0
beberibe-ce,BEBERIBE/CE,2026-12-01,0
bela-cruz-ce,BELA CRUZ/CE,2026-01-01,74
bela-cruz-ce,BELA CRUZ/CE,2026-02-01,69
bela-cruz-ce,BELA CRUZ/CE,2026-03-01,81
bela-cruz-ce,BELA CRUZ/CE,2026-04-01,76
bela-cruz-ce,BELA CRUZ/CE,2026-05-01,99
bela-cruz-ce,BELA CRUZ/CE,2026-06-01,86
bela-cruz-ce,BELA CRUZ/CE,2026-07-01,110
bela-cruz-ce,BELA CRUZ/CE,2026-08-01,149
bela-cruz-ce,BELA CRUZ/CE,2026-09-01,149
bela-cruz-ce,BELA CRUZ/CE,2026-10-01,0
bela-cruz-ce,BELA CRUZ/CE,2026-11-01,0
bela-cruz-ce,BELA CRUZ/CE,2026-12-01,0
belem-de-maria-pe,BELEM DE MARIA/PE,2026-01-01,37
belem-de-maria-pe,BELEM DE MARIA/PE,2026-02-01,34
belem-de-maria-pe,BELEM DE MARIA/PE,2026-03-01,40
belem-de-maria-pe,BELEM DE MARIA/PE,2026-04-01,38
belem-de-maria-pe,BELEM DE MARIA/PE,2026-05-01,49
belem-de-maria-pe,BELEM DE MARIA/PE,2026-06-01,28
belem-de-maria-pe,BELEM DE MARIA/PE,2026-07-01,55
belem-de-maria-pe,BELEM DE MARIA/PE,2026-08-01,74
belem-de-maria-pe,BELEM DE MARIA/PE,2026-09-01,74
belem-de-maria-pe,BELEM DE MARIA/PE,2026-10-01,0
belem-de-maria-pe,BELEM DE MARIA/PE,2026-11-01,0
belem-de-maria-pe,BELEM DE MARIA/PE,2026-12-01,0
belo-jardim-pe,BELO JARDIM/PE,2026-01-01,350
belo-jardim-pe,BELO JARDIM/PE,2026-02-01,325
belo-jardim-pe,BELO JARDIM/PE,2026-03-01,382
belo-jardim-pe,BELO JARDIM/PE,2026-04-01,360
belo-jardim-pe,BELO JARDIM/PE,2026-05-01,466
belo-jardim-pe,BELO JARDIM/PE,2026-06-01,268
belo-jardim-pe,BELO JARDIM/PE,2026-07-01,519
belo-jardim-pe,BELO JARDIM/PE,2026-08-01,707
belo-jardim-pe,BELO JARDIM/PE,2026-09-01,707
belo-jardim-pe,BELO JARDIM/PE,2026-10-01,0
belo-jardim-pe,BELO JARDIM/PE,2026-11-01,0
belo-jardim-pe,BELO JARDIM/PE,2026-12-01,0
bezerros-pe,BEZERROS/PE,2026-01-01,262
bezerros-pe,BEZERROS/PE,2026-02-01,244
bezerros-pe,BEZERROS/PE,2026-03-01,286
bezerros-pe,BEZERROS/PE,2026-04-01,270
bezerros-pe,BEZERROS/PE,2026-05-01,350
bezerros-pe,BEZERROS/PE,2026-06-01,208
bezerros-pe,BEZERROS/PE,2026-07-01,389
bezerros-pe,BEZERROS/PE,2026-08-01,530
bezerros-pe,BEZERROS/PE,2026-09-01,530
bezerros-pe,BEZERROS/PE,2026-10-01,0
bezerros-pe,BEZERROS/PE,2026-11-01,0
bezerros-pe,BEZERROS/PE,2026-12-01,0
boa-viagem-ce,BOA VIAGEM/CE,2026-01-01,153
boa-viagem-ce,BOA VIAGEM/CE,2026-02-01,142
boa-viagem-ce,BOA VIAGEM/CE,2026-03-01,167
boa-viagem-ce,BOA VIAGEM/CE,2026-04-01,158
boa-viagem-ce,BOA VIAGEM/CE,2026-05-01,204
boa-viagem-ce,BOA VIAGEM/CE,2026-06-01,157
boa-viagem-ce,BOA VIAGEM/CE,2026-07-01,228
boa-viagem-ce,BOA VIAGEM/CE,2026-08-01,310
boa-viagem-ce,BOA VIAGEM/CE,2026-09-01,310
boa-viagem-ce,BOA VIAGEM/CE,2026-10-01,0
boa-viagem-ce,BOA VIAGEM/CE,2026-11-01,0
boa-viagem-ce,BOA VIAGEM/CE,2026-12-01,0
bom-conselho-pe,BOM CONSELHO/PE,2026-01-01,72
bom-conselho-pe,BOM CONSELHO/PE,2026-02-01,74
bom-conselho-pe,BOM CONSELHO/PE,2026-03-01,90
